client_id,ttff_ms,avg_latency_ms,min_latency_ms,max_latency_ms,stall_count,total_stall_ms,error_count
0,190.90000000037253,21.9,13.2,42.0,0,0,0
1,227.90000000037253,12.1,7.7,17.6,0,0,0
2,220.59999999962747,17.9,8.8,21.6,0,0,0
3,264.30000000074506,13.5,9.9,17.0,0,0,0
4,281.19999999925494,10.6,8.2,14.9,0,0,0
5,198.30000000074506,11.0,5.8,17.8,0,0,0
6,265.40000000037253,11.9,5.9,17.4,0,0,0
7,268.19999999925494,12.3,4.7,18.3,0,0,0
8,235.7999999988824,11.1,5.9,14.4,0,0,0
9,268.8999999985099,13.0,5.8,17.9,0,0,0
