second,client_id,latency_ms,stall_count,total_stall_ms,buffer_ahead_sec,is_stalling
1,0,27.76145,0,0,0.000,false
2,0,32.013526315789484,0,0,0.000,false
3,0,34.1354,0,0,0.000,false
4,0,32.832399999999986,0,0,0.000,false
5,0,27.862450000000027,0,0,0.000,false
6,0,28.07110526315788,0,0,0.000,false
7,0,21.8534,0,0,0.000,false
8,0,22.4186,0,0,0.000,false
9,0,22.42335,0,0,0.000,false
10,0,17.499052631578934,0,0,0.000,false
11,0,17.056899999999995,0,0,0.000,false
12,0,17.910650000000008,0,0,0.000,false
13,0,15.20100000000002,0,0,0.000,false
14,0,15.657263157894713,0,0,0.000,false
15,0,16.01235000000001,0,0,0.000,false
16,0,15.730299999999975,0,0,0.000,false
17,0,17.39695000000001,0,0,0.000,false
18,0,16.288842105263157,0,0,0.000,false
19,0,14.247000000000032,0,0,0.000,false
20,0,14.707749999999997,0,0,0.000,false
21,0,15.438900000000011,0,0,0.000,false
22,0,15.537473684210493,0,0,0.000,false
23,0,14.445849999999982,0,0,0.000,false
24,0,13.930100000000056,0,0,0.000,false
25,0,16.00349999999997,0,0,0.000,false
26,0,15.488400000000002,0,0,0.000,false
27,0,16.22363157894737,0,0,0.000,false
28,0,15.212549999999947,0,0,0.000,false
29,0,16.176300000000055,0,0,0.000,false
30,0,15.171421052631567,0,0,0.000,false
1,1,8.00565,0,0,0.000,false
2,1,9.873650000000001,0,0,0.000,false
3,1,11.0348,0,0,0.000,false
4,1,7.561421052631578,0,0,0.000,false
5,1,8.716899999999999,0,0,0.000,false
6,1,11.68595,0,0,0.000,false
7,1,11.45121052631579,0,0,0.000,false
8,1,10.323749999999999,0,0,0.000,false
9,1,9.497250000000003,0,0,0.000,false
10,1,7.792699999999997,0,0,0.000,false
11,1,10.952368421052627,0,0,0.000,false
12,1,8.451549999999997,0,0,0.000,false
13,1,13.488199999999996,0,0,0.000,false
14,1,10.76195000000002,0,0,0.000,false
15,1,10.827789473684193,0,0,0.000,false
16,1,11.633899999999997,0,0,0.000,false
17,1,12.706050000000001,0,0,0.000,false
18,1,14.201050000000004,0,0,0.000,false
19,1,14.415631578947384,0,0,0.000,false
20,1,11.152000000000006,0,0,0.000,false
21,1,10.937899999999967,0,0,0.000,false
22,1,13.030100000000022,0,0,0.000,false
23,1,9.41005263157892,0,0,0.000,false
24,1,10.198300000000016,0,0,0.000,false
25,1,12.386249999999999,0,0,0.000,false
26,1,11.242550000000007,0,0,0.000,false
27,1,10.18857894736839,0,0,0.000,false
28,1,11.718200000000012,0,0,0.000,false
29,1,12.399350000000009,0,0,0.000,false
30,1,11.045999999999978,0,0,0.000,false
1,2,8.004649999999998,0,0,0.000,false
2,2,11.37265,0,0,0.000,false
3,2,10.18405,0,0,0.000,false
4,2,10.858421052631577,0,0,0.000,false
5,2,14.799349999999993,0,0,0.000,false
6,2,17.006350000000005,0,0,0.000,false
7,2,16.697157894736836,0,0,0.000,false
8,2,21.26665,0,0,0.000,false
9,2,16.862,0,0,0.000,false
10,2,20.092299999999998,0,0,0.000,false
11,2,21.415315789473702,0,0,0.000,false
12,2,22.588949999999986,0,0,0.000,false
13,2,19.298099999999984,0,0,0.000,false
14,2,17.486368421052667,0,0,0.000,false
15,2,18.146099999999965,0,0,0.000,false
16,2,19.2955,0,0,0.000,false
17,2,14.90585000000002,0,0,0.000,false
18,2,12.962499999999988,0,0,0.000,false
19,2,17.457052631578954,0,0,0.000,false
20,2,17.932550000000003,0,0,0.000,false
21,2,17.299849999999985,0,0,0.000,false
22,2,15.88415789473684,0,0,0.000,false
23,2,17.874100000000006,0,0,0.000,false
24,2,16.022050000000032,0,0,0.000,false
25,2,20.711049999999975,0,0,0.000,false
26,2,13.918250000000043,0,0,0.000,false
27,2,15.877947368420974,0,0,0.000,false
28,2,16.147750000000016,0,0,0.000,false
29,2,11.677050000000033,0,0,0.000,false
30,2,19.449399999999972,0,0,0.000,false
1,3,6.51235,0,0,0.000,false
2,3,6.72557894736842,0,0,0.000,false
3,3,11.198523809523808,0,0,0.000,false
4,3,9.074789473684213,0,0,0.000,false
5,3,10.893549999999996,0,0,0.000,false
6,3,19.516649999999995,0,0,0.000,false
7,3,17.617684210526324,0,0,0.000,false
8,3,17.345349999999993,0,0,0.000,false
9,3,20.73735000000001,0,0,0.000,false
10,3,22.121349999999996,0,0,0.000,false
11,3,18.481315789473676,0,0,0.000,false
12,3,21.803499999999996,0,0,0.000,false
13,3,22.220600000000015,0,0,0.000,false
14,3,17.792349999999992,0,0,0.000,false
15,3,18.989631578947357,0,0,0.000,false
16,3,16.547899999999995,0,0,0.000,false
17,3,16.374500000000005,0,0,0.000,false
18,3,15.13245000000003,0,0,0.000,false
19,3,13.607315789473676,0,0,0.000,false
20,3,14.038750000000011,0,0,0.000,false
21,3,9.539949999999964,0,0,0.000,false
22,3,12.251157894736876,0,0,0.000,false
23,3,8.509999999999973,0,0,0.000,false
24,3,10.44830000000001,0,0,0.000,false
25,3,10.626349999999984,0,0,0.000,false
26,3,12.196300000000004,0,0,0.000,false
27,3,12.702736842105264,0,0,0.000,false
28,3,12.348999999999988,0,0,0.000,false
29,3,11.308149999999983,0,0,0.000,false
30,3,12.664700000000018,0,0,0.000,false
1,4,,0,0,0.000,false
2,4,7.73835,0,0,0.000,false
3,4,8.790947368421051,0,0,0.000,false
4,4,7.233800000000001,0,0,0.000,false
5,4,7.950799999999997,0,0,0.000,false
6,4,15.186421052631577,0,0,0.000,false
7,4,17.21670000000001,0,0,0.000,false
8,4,15.746699999999992,0,0,0.000,false
9,4,17.066500000000005,0,0,0.000,false
10,4,13.168421052631578,0,0,0.000,false
11,4,12.598350000000003,0,0,0.000,false
12,4,14.255299999999993,0,0,0.000,false
13,4,11.001149999999992,0,0,0.000,false
14,4,14.764684210526317,0,0,0.000,false
15,4,12.794149999999993,0,0,0.000,false
16,4,10.831900000000005,0,0,0.000,false
17,4,12.634499999999992,0,0,0.000,false
18,4,14.522250000000003,0,0,0.000,false
19,4,10.401052631578931,0,0,0.000,false
20,4,13.449650000000002,0,0,0.000,false
21,4,14.141000000000004,0,0,0.000,false
22,4,14.669526315789474,0,0,0.000,false
23,4,10.564950000000017,0,0,0.000,false
24,4,13.114999999999988,0,0,0.000,false
25,4,11.70819999999999,0,0,0.000,false
26,4,14.097684210526321,0,0,0.000,false
27,4,9.87910000000003,0,0,0.000,false
28,4,10.898149999999962,0,0,0.000,false
29,4,12.053450000000021,0,0,0.000,false
30,4,11.201842105263163,0,0,0.000,false
1,5,,0,0,0.000,false
2,5,7.996684210526316,0,0,0.000,false
3,5,8.5335,0,0,0.000,false
4,5,7.178299999999998,0,0,0.000,false
