client_id,ttff_ms,avg_latency_ms,min_latency_ms,max_latency_ms,stall_count,total_stall_ms,error_count
0,159.19999999925494,18.5,12.6,29.3,0,0,0
1,224.5,13.0,6.3,15.7,0,0,0
2,189,12.0,8.1,16.0,0,0,0
3,237.80000000074506,12.6,7.4,16.3,0,0,0
4,200.2999999988824,10.8,6.3,16.0,0,0,0
5,272.59999999962747,14.9,9.6,18.0,0,0,0
6,219,13.0,8.1,16.8,0,0,0
7,213.19999999925494,10.1,5.3,13.1,0,0,0
8,274.90000000037253,13.9,8.8,20.0,0,0,0
9,245.09999999962747,12.1,8.7,14.0,0,0,0
10,219.59999999962747,14.2,10.0,23.5,0,0,0
11,304.8999999985099,13.6,6.4,23.0,0,0,0
12,316.59999999962747,10.3,7.3,14.5,0,0,0
13,241.59999999962747,12.8,7.2,18.6,0,0,0
14,222.90000000037253,11.5,6.8,16.4,0,0,0
15,226.59999999962747,11.4,5.8,15.3,0,0,0
