client_id,ttff_ms,avg_latency_ms,min_latency_ms,max_latency_ms,stall_count,total_stall_ms,error_count
0,188.60000000149012,13.2,0.9,39.0,0,0,0
1,233,7.3,0.7,23.8,0,0,0
2,156.90000000037253,7.0,1.2,21.0,0,0,0
3,214.5,6.2,0.8,18.5,0,0,0
4,212.40000000037253,4.4,0.6,12.9,0,0,0
5,241.59999999962747,5.6,0.6,16.2,0,0,0
6,233.2999999988824,4.6,0.7,11.8,0,0,0
7,218.30000000074506,4.5,0.8,17.1,0,0,0
8,229.09999999962747,4.9,0.5,13.9,0,0,0
9,334.2999999988824,4.3,1.1,12.2,0,0,0
10,332,8.1,1.1,31.9,0,0,0
11,302.2000000011176,5.0,0.4,18.2,0,0,0
12,217,5.5,1.1,17.9,0,0,0
13,201.7999999988824,4.2,0.7,13.7,0,0,0
14,309.5,3.6,0.4,11.3,0,0,0
15,285.30000000074506,3.6,1.0,9.8,0,0,0
16,276.19999999925494,3.7,0.8,13.1,0,0,0
17,283.5,3.5,0.8,11.6,0,0,0
18,268.19999999925494,3.2,0.8,7.9,0,0,0
19,324,3.0,0.7,9.7,0,0,0
20,297.8999999985099,3.1,0.6,10.7,0,0,0
21,267.40000000037253,2.6,0.6,9.3,0,0,0
22,538.0999999996275,2.4,0.6,7.4,0,0,0
23,340.1000000014901,3.3,0.7,15.0,0,0,0
24,397.5,4.5,0.6,21.2,0,0,0
25,352.5,2.2,0.7,11.5,0,0,0
26,499.5,1.9,0.6,5.0,0,0,0
