client_id,ttff_ms,avg_latency_ms,min_latency_ms,max_latency_ms,stall_count,total_stall_ms,error_count
0,181.2000000011176,18.0,9.4,41.9,0,0,0
1,213.2999999988824,17.2,6.7,25.4,0,0,0
2,217.09999999962747,12.8,7.4,18.7,0,0,0
3,209.7999999988824,12.6,6.4,17.9,0,0,0
4,182.09999999962747,11.0,6.6,17.0,0,0,0
5,266,9.3,5.6,12.3,0,0,0
6,201.59999999962747,10.7,1.9,16.7,0,0,0
7,228.7999999988824,10.0,5.7,13.1,0,0,0
8,272.09999999962747,10.1,5.1,13.9,0,0,0
9,236.59999999962747,10.5,5.7,18.5,0,0,0
10,255.5,9.9,6.3,14.7,0,0,0
11,330.30000000074506,10.8,5.9,16.0,0,0,0
12,265.2999999988824,9.3,6.0,13.8,0,0,0
13,378.30000000074506,10.9,6.1,15.4,0,0,0
14,279.5,10.6,7.0,13.1,0,0,0
15,320.5,11.1,5.7,15.0,0,0,0
16,334.59999999962747,9.7,5.8,12.6,0,0,0
17,273.40000000037253,8.6,7.0,11.1,0,0,0
18,213.69999999925494,8.1,5.5,11.0,0,0,0
19,329.30000000074506,13.2,7.7,21.2,0,0,0
20,251.19999999925494,8.9,5.0,12.0,0,0,0
