second,client_id,latency_ms,stall_count,total_stall_ms,buffer_ahead_sec,is_stalling
1,0,28.50536842105259,0,0,0.000,false
2,0,33.03920000000002,0,0,0.000,false
3,0,28.17924999999999,0,0,0.000,false
4,0,27.297199999999975,0,0,0.000,false
5,0,22.77136842105266,0,0,0.000,false
6,0,21.333714285714272,0,0,0.000,false
7,0,24.74868421052632,0,0,0.000,false
8,0,20.635400000000015,0,0,0.000,false
9,0,20.767549999999968,0,0,0.000,false
10,0,20.89780000000001,0,0,0.000,false
11,0,19.249789473684192,0,0,0.000,false
12,0,16.20569999999999,0,0,0.000,false
13,0,17.85035000000006,0,0,0.000,false
14,0,18.937500000000007,0,0,0.000,false
15,0,14.10415789473677,0,0,0.000,false
16,0,17.708800000000036,0,0,0.000,false
17,0,16.405400000000014,0,0,0.000,false
18,0,10.49294999999999,0,0,0.000,false
19,0,14.028749999999945,0,0,0.000,false
20,0,14.03547368421053,0,0,0.000,false
21,0,16.364,0,0,0.000,false
22,0,9.887449999999998,0,0,0.000,false
23,0,13.645650000000042,0,0,0.000,false
24,0,10.68778947368421,0,0,0.000,false
25,0,10.68778947368421,0,0,0.000,false
26,0,10.68778947368421,0,0,0.000,false
27,0,10.68778947368421,0,0,0.000,false
28,0,10.68778947368421,0,0,0.000,false
29,0,10.68778947368421,0,0,0.000,false
30,0,10.68778947368421,0,0,0.000,false
1,1,10.683500000000002,0,0,0.000,false
2,1,12.793149999999997,0,0,0.000,false
3,1,13.981526315789475,0,0,0.000,false
4,1,14.886200000000006,0,0,0.000,false
5,1,20.7117,0,0,0.000,false
6,1,20.187449999999995,0,0,0.000,false
7,1,18.55864999999999,0,0,0.000,false
8,1,10.4191052631579,0,0,0.000,false
9,1,16.94025000000001,0,0,0.000,false
10,1,16.657049999999995,0,0,0.000,false
11,1,13.292052631578954,0,0,0.000,false
12,1,16.043499999999966,0,0,0.000,false
13,1,15.52030000000002,0,0,0.000,false
14,1,15.55979999999999,0,0,0.000,false
15,1,13.891300000000006,0,0,0.000,false
16,1,10.153421052631588,0,0,0.000,false
17,1,12.302150000000012,0,0,0.000,false
18,1,10.655149999999969,0,0,0.000,false
19,1,10.860999999999997,0,0,0.000,false
20,1,15.351300000000023,0,0,0.000,false
21,1,11.645349999999999,0,0,0.000,false
22,1,12.677149999999981,0,0,0.000,false
23,1,11.867947368421047,0,0,0.000,false
24,1,15.636800000000006,0,0,0.000,false
25,1,15.636800000000006,0,0,0.000,false
26,1,15.636800000000006,0,0,0.000,false
27,1,15.636800000000006,0,0,0.000,false
28,1,15.636800000000006,0,0,0.000,false
29,1,15.636800000000006,0,0,0.000,false
30,1,15.636800000000006,0,0,0.000,false
1,2,17.33489473684211,0,0,0.000,false
2,2,17.688899999999997,0,0,0.000,false
3,2,14.96655,0,0,0.000,false
4,2,13.630249999999988,0,0,0.000,false
5,2,15.708789473684215,0,0,0.000,false
6,2,17.280800000000006,0,0,0.000,false
7,2,15.02889999999999,0,0,0.000,false
8,2,13.278800000000013,0,0,0.000,false
9,2,10.279299999999992,0,0,0.000,false
10,2,7.901315789473687,0,0,0.000,false
11,2,11.143250000000004,0,0,0.000,false
12,2,9.651263157894721,0,0,0.000,false
13,2,8.668900000000024,0,0,0.000,false
14,2,10.718249999999996,0,0,0.000,false
15,2,12.576649999999967,0,0,0.000,false
16,2,9.630400000000039,0,0,0.000,false
17,2,8.67463157894734,0,0,0.000,false
18,2,11.052950000000017,0,0,0.000,false
19,2,11.465300000000012,0,0,0.000,false
20,2,7.368549999999985,0,0,0.000,false
21,2,10.930105263157875,0,0,0.000,false
22,2,11.537200000000025,0,0,0.000,false
23,2,7.303299999999968,0,0,0.000,false
24,2,10.303500000000021,0,0,0.000,false
25,2,10.303500000000021,0,0,0.000,false
26,2,10.303500000000021,0,0,0.000,false
27,2,10.303500000000021,0,0,0.000,false
28,2,10.303500000000021,0,0,0.000,false
29,2,10.303500000000021,0,0,0.000,false
30,2,10.303500000000021,0,0,0.000,false
1,3,9.201500000000006,0,0,0.000,false
2,3,9.915999999999991,0,0,0.000,false
3,3,8.577400000000003,0,0,0.000,false
4,3,9.326526315789469,0,0,0.000,false
5,3,14.727350000000005,0,0,0.000,false
6,3,14.349649999999992,0,0,0.000,false
7,3,13.671300000000008,0,0,0.000,false
8,3,11.189210526315783,0,0,0.000,false
9,3,10.225200000000001,0,0,0.000,false
10,3,9.977250000000003,0,0,0.000,false
11,3,10.555099999999994,0,0,0.000,false
12,3,11.080473684210537,0,0,0.000,false
13,3,10.438599999999987,0,0,0.000,false
14,3,10.16729999999999,0,0,0.000,false
15,3,12.121650000000006,0,0,0.000,false
16,3,10.628736842105285,0,0,0.000,false
17,3,11.363250000000003,0,0,0.000,false
18,3,9.961749999999991,0,0,0.000,false
19,3,13.232449999999973,0,0,0.000,false
20,3,8.913894736842144,0,0,0.000,false
21,3,9.715249999999997,0,0,0.000,false
22,3,12.457299999999982,0,0,0.000,false
23,3,10.419599999999996,0,0,0.000,false
24,3,9.816315789473693,0,0,0.000,false
25,3,9.816315789473693,0,0,0.000,false
26,3,9.816315789473693,0,0,0.000,false
27,3,9.816315789473693,0,0,0.000,false
28,3,9.816315789473693,0,0,0.000,false
29,3,9.816315789473693,0,0,0.000,false
30,3,9.816315789473693,0,0,0.000,false
1,4,13.2106,0,0,0.000,false
2,4,14.374749999999992,0,0,0.000,false
3,4,16.13168421052632,0,0,0.000,false
4,4,14.3501,0,0,0.000,false
5,4,13.765249999999996,0,0,0.000,false
6,4,15.934650000000005,0,0,0.000,false
7,4,15.375947368421043,0,0,0.000,false
8,4,14.982050000000013,0,0,0.000,false
9,4,11.058649999999993,0,0,0.000,false
10,4,15.735199999999994,0,0,0.000,false
11,4,13.768578947368423,0,0,0.000,false
12,4,10.288499999999988,0,0,0.000,false
13,4,9.209350000000027,0,0,0.000,false
14,4,12.344105263157878,0,0,0.000,false
15,4,10.399750000000019,0,0,0.000,false
16,4,6.642499999999973,0,0,0.000,false
17,4,12.070999999999987,0,0,0.000,false
18,4,13.314000000000036,0,0,0.000,false
19,4,10.500099999999968,0,0,0.000,false
20,4,13.563650000000038,0,0,0.000,false
21,4,12.784849999999981,0,0,0.000,false
22,4,11.096999999999982,0,0,0.000,false
23,4,9.948749999999995,0,0,0.000,false
24,4,13.87590000000003,0,0,0.000,false
25,4,13.87590000000003,0,0,0.000,false
26,4,13.87590000000003,0,0,0.000,false
27,4,13.87590000000003,0,0,0.000,false
28,4,13.87590000000003,0,0,0.000,false
29,4,13.87590000000003,0,0,0.000,false
30,4,13.87590000000003,0,0,0.000,false
1,5,9.652894736842102,0,0,0.000,false
2,5,9.644649999999999,0,0,0.000,false
3,5,8.036900000000003,0,0,0.000,false
4,5,9.947249999999997,0,0,0.000,false
5,5,12.274578947368422,0,0,0.000,false
6,5,14.338699999999992,0,0,0.000,false
7,5,13.093789473684225,0,0,0.000,false
8,5,13.378800000000002,0,0,0.000,false
9,5,12.094349999999986,0,0,0.000,false
10,5,13.980550000000003,0,0,0.000,false
11,5,10.721399999999992,0,0,0.000,false
12,5,12.180421052631589,0,0,0.000,false
13,5,15.936099999999987,0,0,0.000,false
14,5,12.923500000000022,0,0,0.000,false
15,5,13.011499999999998,0,0,0.000,false
16,5,12.505105263157898,0,0,0.000,false
17,5,11.703099999999989,0,0,0.000,false
18,5,11.67864999999999,0,0,0.000,false
19,5,12.76695000000001,0,0,0.000,false
20,5,11.45839999999998,0,0,0.000,false
21,5,10.34147368421055,0,0,0.000,false
22,5,12.027049999999972,0,0,0.000,false
23,5,7.188550000000005,0,0,0.000,false
24,5,10.357649999999996,0,0,0.000,false
25,5,10.357649999999996,0,0,0.000,false
26,5,10.357649999999996,0,0,0.000,false
27,5,10.357649999999996,0,0,0.000,false
28,5,10.357649999999996,0,0,0.000,false
29,5,10.357649999999996,0,0,0.000,false
30,5,10.357649999999996,0,0,0.000,false
1,6,8.096599999999999,0,0,0.000,false
2,6,8.164349999999997,0,0,0.000,false
3,6,8.959684210526316,0,0,0.000,false
4,6,8.877849999999999,0,0,0.000,false
5,6,8.074400000000004,0,0,0.000,false
6,6,9.01345,0,0,0.000,false
7,6,5.674947368421049,0,0,0.000,false
8,6,7.639099999999998,0,0,0.000,false
9,6,8.16190000000001,0,0,0.000,false
10,6,6.956149999999983,0,0,0.000,false
11,6,7.87215789473686,0,0,0.000,false
12,6,10.25354999999999,0,0,0.000,false
13,6,9.59295,0,0,0.000,false
14,6,10.398949999999996,0,0,0.000,false
15,6,10.217473684210537,0,0,0.000,false
16,6,8.560349999999994,0,0,0.000,false
17,6,8.320949999999993,0,0,0.000,false
18,6,9.599050000000009,0,0,0.000,false
19,6,5.724210526315776,0,0,0.000,false
20,6,9.290200000000027,0,0,0.000,false
21,6,8.52674999999996,0,0,0.000,false
22,6,9.944100000000011,0,0,0.000,false
23,6,8.761105263157893,0,0,0.000,false
24,6,8.761105263157893,0,0,0.000,false
25,6,8.761105263157893,0,0,0.000,false
26,6,8.761105263157893,0,0,0.000,false
27,6,8.761105263157893,0,0,0.000,false
28,6,8.761105263157893,0,0,0.000,false
29,6,8.761105263157893,0,0,0.000,false
30,6,8.761105263157893,0,0,0.000,false
1,7,14.608300000000002,0,0,0.000,false
2,7,8.736799999999999,0,0,0.000,false
3,7,10.434684210526314,0,0,0.000,false
