client_id,ttff_ms,avg_latency_ms,min_latency_ms,max_latency_ms,stall_count,total_stall_ms,error_count
0,176.09999999962747,11.5,0.6,31.5,0,0,0
1,204.5,6.3,0.4,19.3,0,0,0
2,163.80000000074506,5.4,0.5,16.6,0,0,0
3,268,5.5,0.7,17.7,0,0,0
4,224.5,4.0,0.9,10.5,0,0,0
5,221.5,5.6,0.6,14.2,0,0,0
6,291,4.1,0.5,13.2,0,0,0
7,284.7999999988824,4.7,0.7,16.1,0,0,0
8,324.40000000037253,4.1,0.7,11.6,0,0,0
9,214.90000000037253,4.2,0.9,15.9,0,0,0
10,259.40000000037253,4.2,0.8,15.6,0,0,0
11,241.90000000037253,3.5,0.8,11.0,0,0,0
12,230.89999999850988,3.7,0.9,9.8,0,0,0
13,274.5,4.0,0.9,16.9,0,0,0
14,217.40000000037253,2.9,0.5,12.3,0,0,0
15,290.59999999962747,3.6,0.4,10.7,0,0,0
16,211.2000000011176,2.7,0.5,9.0,0,0,0
17,256.2999999988824,3.0,0.8,9.0,0,0,0
18,187.90000000037253,3.8,0.4,20.9,0,0,0
19,305.40000000037253,2.8,0.4,11.2,0,0,0
20,314.30000000074506,2.5,0.5,9.6,0,0,0
21,316.40000000037253,2.4,0.6,11.3,0,0,0
22,455.19999999925494,2.2,0.6,11.9,0,0,0
23,391.19999999925494,2.0,0.7,8.4,0,0,0
24,391.30000000074506,2.5,0.8,7.3,0,0,0
25,516.1999999992549,2.4,0.4,10.1,0,0,0
26,394,2.7,0.6,13.2,0,0,0
27,743.5,3.1,0.6,14.2,0,0,0
28,797.1999999992549,2.5,0.4,13.5,0,0,0
