client_id,ttff_ms,avg_latency_ms,min_latency_ms,max_latency_ms,stall_count,total_stall_ms,error_count
0,217.59999999962747,19.9,12.3,33.4,0,0,0
1,267,13.6,7.3,18.5,0,0,0
2,225.69999999925494,17.4,6.0,27.4,0,0,0
3,204.2000000011176,11.3,8.4,14.1,0,0,0
4,206.7999999988824,15.2,10.9,19.5,0,0,0
5,254.90000000037253,20.0,10.5,29.9,0,0,0
6,282.7999999988824,13.6,5.9,20.6,0,0,0
7,229.69999999925494,12.6,8.8,18.8,0,0,0
8,287.90000000037253,10.2,6.3,12.7,0,0,0
9,344.2999999988824,9.9,6.7,14.7,0,0,0
10,239.19999999925494,10.3,5.3,13.0,0,0,0
11,257.09999999962747,14.2,7.4,22.9,0,0,0
12,229.5,10.7,6.7,14.8,0,0,0
