client_id,ttff_ms,avg_latency_ms,min_latency_ms,max_latency_ms,stall_count,total_stall_ms,error_count
0,173.70000000298023,19.8,7.3,29.0,0,0,0
1,182.89999999850988,11.8,4.9,20.5,0,0,0
2,202.60000000149012,13.9,7.1,19.0,0,0,0
3,221.89999999850988,12.1,7.8,17.6,0,0,0
4,184.10000000149012,9.5,4.8,15.5,0,0,0
5,191.20000000298023,12.3,5.2,17.6,0,0,0
6,204.89999999850988,11.3,7.3,15.2,0,0,0
7,234.60000000149012,11.4,6.7,16.6,0,0,0
8,214.70000000298023,13.5,7.7,18.9,0,0,0
9,202.09999999403954,11.5,6.7,17.2,0,0,0
