client_id,ttff_ms,avg_latency_ms,min_latency_ms,max_latency_ms,stall_count,total_stall_ms,error_count
0,163,16.4,6.4,33.4,0,0,0
1,187.30000000447035,10.8,4.0,17.4,0,0,0
2,202.59999999403954,15.0,6.9,19.3,0,0,0
3,220.69999999552965,12.3,5.5,16.4,0,0,0
4,205.19999999552965,11.6,8.3,17.4,0,0,0
5,231.10000000149012,11.4,7.6,15.7,0,0,0
6,244,12.4,4.4,17.1,0,0,0
7,199.89999999850988,9.9,5.4,15.2,0,0,0
8,208.10000000149012,8.7,4.8,12.3,0,0,0
9,202.80000000447035,14.0,4.9,21.6,0,0,0
10,238.79999999701977,9.1,5.6,13.3,0,0,0
11,306.6000000014901,8.4,5.1,15.1,0,0,0
12,248.10000000149012,11.8,5.2,17.5,0,0,0
13,193.30000000447035,13.5,8.0,17.6,0,0,0
14,259.3999999985099,8.6,4.2,12.4,0,0,0
15,199.90000000596046,10.9,6.9,13.3,0,0,0
16,199.89999999850988,11.6,3.9,17.3,0,0,0
17,337.6000000014901,10.0,4.9,13.7,0,0,0
18,245.89999999850988,11.3,6.4,16.4,0,0,0
