client_id,ttff_ms,avg_latency_ms,min_latency_ms,max_latency_ms,stall_count,total_stall_ms,error_count
0,198,23.3,15.5,43.4,0,0,0
1,210.70000000298023,14.6,5.1,18.0,0,0,0
2,181.40000000596046,11.2,7.6,15.1,0,0,0
3,215,18.1,5.3,23.0,0,0,0
4,215.09999999403954,14.3,5.4,19.8,0,0,0
5,211.60000000149012,13.5,8.2,18.9,0,0,0
6,197.79999999701977,9.7,4.7,15.5,0,0,0
7,202.5,14.2,7.5,18.1,0,0,0
8,252.79999999701977,13.1,8.1,19.2,0,0,0
9,251.10000000149012,14.5,6.6,18.6,0,0,0
10,248.69999999552965,11.2,3.9,17.6,0,0,0
11,248,16.1,6.5,23.8,0,0,0
12,249.39999999850988,14.4,8.5,17.7,0,0,0
13,246.29999999701977,15.5,9.0,23.9,0,0,0
14,252.10000000149012,12.4,9.0,17.3,0,0,0
15,248.19999999552965,12.8,6.8,18.6,0,0,0
16,240.19999999552965,14.2,4.7,22.1,0,0,0
