client_id,ttff_ms,avg_latency_ms,min_latency_ms,max_latency_ms,stall_count,total_stall_ms,error_count
0,182.10000000149012,5.6,0.1,41.9,0,0,0
1,168.70000000298023,2.7,0.1,13.1,0,0,0
2,190.20000000298023,2.8,0.1,17.4,0,0,0
3,229.10000000149012,2.8,0.1,11.0,0,0,0
4,216.5,2.6,0.1,12.7,0,0,0
5,203.60000000149012,2.0,0.1,12.3,0,0,0
6,234.79999999701977,1.9,0.1,9.3,0,0,0
7,244.20000000298023,2.1,0.1,13.5,0,0,0
8,250.89999999850988,2.1,0.1,11.2,0,0,0
9,249.20000000298023,2.2,0.2,10.3,0,0,0
10,251,2.3,0.4,9.3,0,0,0
11,197.19999999552965,1.9,0.1,10.6,0,0,0
12,195.39999999850988,2.0,0.1,11.5,0,0,0
13,258.6000000014901,1.9,0.1,10.9,0,0,0
14,198.19999999552965,1.8,0.1,12.9,0,0,0
15,291.59999999403954,1.9,0.1,10.8,0,0,0
16,287.1000000014901,2.1,0.1,11.2,0,0,0
17,249.69999999552965,1.8,0.0,16.3,0,0,0
18,287.19999999552965,1.7,0.1,8.9,0,0,0
19,247,1.6,0.1,8.5,0,0,0
20,245.70000000298023,1.8,0.1,7.6,0,0,0
21,238,1.9,0.2,8.4,0,0,0
22,292.5,1.7,0.1,13.7,0,0,0
23,258.6000000014901,1.5,0.1,10.3,0,0,0
24,289,1.7,0.1,8.3,0,0,0
25,452.29999999701977,1.5,0.1,6.9,0,0,0
26,340.69999999552965,1.8,0.1,5.5,0,0,0
27,329.69999999552965,1.8,0.0,9.4,0,0,0
28,391.30000000447035,1.8,0.2,10.8,0,0,0
29,685.1999999955297,2.0,0.0,15.8,0,0,0
30,1238.6000000014901,1.3,0.1,3.8,0,0,0
31,1485.1000000014901,1.7,0.0,14.4,0,0,0
32,1534.8000000044703,1.3,0.0,4.6,0,0,0
33,1536,1.3,0.0,5.9,0,0,0
34,1667.8999999985099,1.5,0.0,6.5,0,0,0
35,1727.5,1.4,0.0,5.7,0,0,0
36,1782.5999999940395,1.8,0.1,7.3,0,0,0
37,1876.5,1.6,0.0,12.0,0,0,0
38,1955.3999999985099,1.4,0.0,8.7,0,0,0
39,1996.2999999970198,1.3,0.0,5.3,0,0,0
40,2099.5,1.4,0.0,6.1,0,0,0
41,2159.2999999970198,1.6,0.0,10.3,0,0,0
42,2292.7999999970198,1.8,0.0,12.0,0,0,0
43,2310.9000000059605,1.4,0.0,7.4,0,0,0
44,2373.7000000029802,1.3,0.0,4.5,0,0,0
45,2328.10000000149,1.7,0.2,13.9,0,0,0
46,2421,2.1,0.0,11.9,0,0,0
47,2420.1999999955297,1.9,0.0,12.1,0,0,0
48,2482.3000000044703,1.3,0.0,13.2,0,0,0
