second,client_id,latency_ms,stall_count,total_stall_ms,buffer_ahead_sec,is_stalling
1,0,0.5754545454545609,0,0,0.000,false
2,0,3.4550999999999554,0,0,0.000,false
3,0,1.7641818181818212,0,0,0.000,false
4,0,0.5294000000000132,0,0,0.000,false
5,0,0.897300000000012,0,0,0.000,false
6,0,1.6326999999999536,0,0,0.000,false
7,0,0.5168000000000283,0,0,0.000,false
8,0,0.06909999999997751,0,0,0.000,false
9,0,0.5612000000000172,0,0,0.000,false
10,0,1.3525555555555295,0,0,0.000,false
11,0,2.7341111111111656,0,0,0.000,false
12,0,1.7158750000000333,0,0,0.000,false
13,0,2.418666666666643,0,0,0.000,false
14,0,2.438749999999934,0,0,0.000,false
15,0,0.057888888888888185,0,0,0.000,false
16,0,2.0308888888889403,0,0,0.000,false
17,0,0.7949999999999902,0,0,0.000,false
18,0,0.43277777777777576,0,0,0.000,false
19,0,3.46412500000004,0,0,0.000,false
20,0,0.1734444444444113,0,0,0.000,false
21,0,0.09099999999995223,0,0,0.000,false
22,0,3.9936666666667224,0,0,0.000,false
23,0,1.3744999999999452,0,0,0.000,false
24,0,1.542444444444513,0,0,0.000,false
25,0,4.307624999999926,0,0,0.000,false
26,0,1.6038888888889602,0,0,0.000,false
27,0,0.13012499999998095,0,0,0.000,false
28,0,1.6667499999999391,0,0,0.000,false
29,0,1.5375555555556313,0,0,0.000,false
30,0,3.4618749999999476,0,0,0.000,false
1,1,0.9936999999999863,0,0,0.000,false
2,1,1.2950909090909075,0,0,0.000,false
3,1,1.662600000000003,0,0,0.000,false
4,1,2.4120909090908818,0,0,0.000,false
5,1,0.789300000000015,0,0,0.000,false
6,1,1.4009999999999856,0,0,0.000,false
7,1,2.044900000000016,0,0,0.000,false
8,1,1.463800000000015,0,0,0.000,false
9,1,0.7889999999999731,0,0,0.000,false
10,1,0.8270000000000345,0,0,0.000,false
11,1,4.4190000000000005,0,0,0.000,false
12,1,3.129999999999966,0,0,0.000,false
13,1,0.0927777777777688,0,0,0.000,false
14,1,0.08862500000000884,0,0,0.000,false
15,1,0.9246666666666847,0,0,0.000,false
16,1,0.8699999999999819,0,0,0.000,false
17,1,2.0733333333333466,0,0,0.000,false
18,1,2.2375555555555295,0,0,0.000,false
19,1,1.2326250000000427,0,0,0.000,false
20,1,1.117666666666671,0,0,0.000,false
21,1,1.5642222222222262,0,0,0.000,false
22,1,2.962874999999976,0,0,0.000,false
23,1,1.9391111111111137,0,0,0.000,false
24,1,0.8012499999999756,0,0,0.000,false
25,1,1.2900000000000134,0,0,0.000,false
26,1,0.9668749999999782,0,0,0.000,false
27,1,0.8616666666667112,0,0,0.000,false
28,1,3.016749999999957,0,0,0.000,false
29,1,1.1453333333333562,0,0,0.000,false
30,1,2.106249999999976,0,0,0.000,false
1,2,1.7309090909090858,0,0,0.000,false
2,2,0.7616999999999985,0,0,0.000,false
3,2,2.3608181818181935,0,0,0.000,false
4,2,2.7787000000000006,0,0,0.000,false
5,2,2.7344999999999953,0,0,0.000,false
6,2,1.4734999999999943,0,0,0.000,false
7,2,1.5756000000000103,0,0,0.000,false
8,2,0.7848181818181719,0,0,0.000,false
9,2,1.8476666666666672,0,0,0.000,false
10,2,1.4095555555555528,0,0,0.000,false
11,2,1.0372222222222325,0,0,0.000,false
12,2,1.0893750000000035,0,0,0.000,false
13,2,1.2559999999999978,0,0,0.000,false
14,2,0.12087499999999252,0,0,0.000,false
15,2,1.7328888888888825,0,0,0.000,false
16,2,4.501125000000022,0,0,0.000,false
17,2,0.5602222222222212,0,0,0.000,false
18,2,0.3522222222222106,0,0,0.000,false
19,2,1.3511250000000086,0,0,0.000,false
20,2,0.24844444444443384,0,0,0.000,false
21,2,3.4893333333333563,0,0,0.000,false
22,2,0.6224999999999703,0,0,0.000,false
23,2,2.4591111111111155,0,0,0.000,false
24,2,2.732499999999971,0,0,0.000,false
25,2,1.5401111111111494,0,0,0.000,false
26,2,2.7198749999999827,0,0,0.000,false
27,2,1.4806666666666857,0,0,0.000,false
28,2,1.2408749999999746,0,0,0.000,false
29,2,1.3861111111111375,0,0,0.000,false
30,2,0.729499999999994,0,0,0.000,false
1,3,0.056545454545445496,0,0,0.000,false
2,3,0.9980909090909157,0,0,0.000,false
3,3,1.5535999999999994,0,0,0.000,false
4,3,1.2100999999999917,0,0,0.000,false
5,3,2.0882727272727344,0,0,0.000,false
6,3,2.2760000000000113,0,0,0.000,false
7,3,2.34049999999999,0,0,0.000,false
8,3,2.6874999999999982,0,0,0.000,false
9,3,0.08289999999999687,0,0,0.000,false
10,3,1.5939000000000147,0,0,0.000,false
11,3,1.981111111111088,0,0,0.000,false
12,3,0.0593750000000004,0,0,0.000,false
13,3,3.5170000000000172,0,0,0.000,false
14,3,1.5033750000000012,0,0,0.000,false
15,3,0.10366666666665007,0,0,0.000,false
16,3,1.8647499999999984,0,0,0.000,false
17,3,0.7002222222222255,0,0,0.000,false
18,3,3.1039999999999957,0,0,0.000,false
19,3,1.9066666666666736,0,0,0.000,false
20,3,1.9850000000000145,0,0,0.000,false
