client_id,ttff_ms,avg_latency_ms,min_latency_ms,max_latency_ms,stall_count,total_stall_ms,error_count
0,183.79999999701977,22.1,15.2,37.3,0,0,0
1,180.39999999850988,13.1,6.1,22.8,0,0,0
2,193.40000000596046,14.8,8.1,26.4,0,0,0
3,210.70000000298023,12.7,8.1,22.1,0,0,0
4,190.80000000447035,11.2,6.8,17.7,0,0,0
5,193.40000000596046,13.4,6.7,18.5,0,0,0
6,208.90000000596046,15.2,10.1,22.6,0,0,0
7,229.19999999552965,9.3,5.6,13.0,0,0,0
8,242.20000000298023,11.0,6.6,18.0,0,0,0
9,206.39999999850988,12.4,8.3,15.8,0,0,0
10,265.20000000298023,14.5,11.7,18.2,0,0,0
11,305,12.3,7.4,16.7,0,0,0
12,248.5,14.8,8.1,25.4,0,0,0
13,263.30000000447035,14.7,4.8,23.8,0,0,0
