client_id,ttff_ms,avg_latency_ms,min_latency_ms,max_latency_ms,stall_count,total_stall_ms,error_count
0,162.80000000447035,8.1,0.1,41.2,0,0,0
1,224.39999999850988,3.5,0.3,18.5,0,0,0
2,177.10000000149012,3.0,0.1,13.9,0,0,0
3,214.20000000298023,3.9,0.3,23.7,0,0,0
4,194.60000000149012,3.2,0.1,19.8,0,0,0
5,240.69999999552965,3.2,0.3,12.6,0,0,0
6,194.89999999850988,2.6,0.1,11.0,0,0,0
7,235.79999999701977,2.5,0.1,15.0,0,0,0
8,242.20000000298023,2.7,0.3,13.9,0,0,0
9,241.39999999850988,3.2,0.3,14.1,0,0,0
10,241.59999999403954,2.4,0.2,12.6,0,0,0
11,230.29999999701977,2.7,0.2,12.2,0,0,0
12,246.60000000149012,2.8,0.1,18.4,0,0,0
13,293.3999999985099,2.4,0.2,10.6,0,0,0
14,205.90000000596046,2.2,0.1,11.7,0,0,0
15,240.39999999850988,2.3,0.1,10.9,0,0,0
16,186.29999999701977,2.0,0.2,9.7,0,0,0
17,246.79999999701977,2.1,0.1,7.7,0,0,0
18,240.5,1.9,0.3,11.3,0,0,0
19,487.80000000447035,2.2,0.2,12.1,0,0,0
20,247.79999999701977,2.0,0.4,11.8,0,0,0
21,256.79999999701977,1.9,0.2,9.0,0,0,0
22,257.79999999701977,2.0,0.1,16.6,0,0,0
23,242.70000000298023,1.5,0.1,14.1,0,0,0
24,408,1.9,0.2,10.0,0,0,0
25,355,1.6,0.0,7.9,0,0,0
26,334.19999999552965,1.7,0.2,9.9,0,0,0
27,404.3999999985099,1.4,0.0,7.7,0,0,0
28,581.7000000029802,2.4,0.2,18.3,0,0,0
29,1129.5,1.1,0.3,2.9,0,0,0
30,1402.6000000014901,2.2,0.4,12.9,0,0,0
