client_id,ttff_ms,avg_latency_ms,min_latency_ms,max_latency_ms,stall_count,total_stall_ms,error_count
0,176.29999999701977,11.6,0.2,41.8,0,0,0
1,191.70000000298023,6.4,0.4,25.4,0,0,0
2,191.59999999403954,5.4,0.5,21.4,0,0,0
3,214.39999999850988,5.8,0.3,17.9,0,0,0
4,219.79999999701977,5.4,0.2,18.3,0,0,0
5,230.70000000298023,5.1,0.3,18.7,0,0,0
6,208.19999999552965,4.7,0.7,13.7,0,0,0
7,236.5,4.7,0.7,13.0,0,0,0
8,245.09999999403954,4.7,0.1,16.2,0,0,0
9,210.70000000298023,3.8,0.4,9.9,0,0,0
10,234.69999999552965,6.6,0.8,33.3,0,0,0
11,235.79999999701977,4.9,0.6,15.9,0,0,0
12,239.39999999850988,4.6,0.3,14.3,0,0,0
13,243,6.1,0.5,19.3,0,0,0
14,310.6000000014901,4.3,0.8,11.9,0,0,0
15,286.69999999552965,4.5,0.2,15.5,0,0,0
16,213.60000000149012,5.0,0.6,20.0,0,0,0
17,251.79999999701977,3.6,0.1,12.2,0,0,0
18,248.10000000149012,3.5,0.4,9.7,0,0,0
19,305.40000000596046,3.0,0.3,8.3,0,0,0
20,311.6000000014901,3.6,0.4,11.8,0,0,0
21,248.89999999850988,2.9,0.6,9.8,0,0,0
22,253.40000000596046,4.6,0.5,15.9,0,0,0
23,283.20000000298023,2.6,0.6,9.4,0,0,0
