client_id,ttff_ms,avg_latency_ms,min_latency_ms,max_latency_ms,stall_count,total_stall_ms,error_count
0,172.20000000298023,19.1,13.2,26.1,0,0,0
1,188,16.0,6.6,21.4,0,0,0
2,199.09999999403954,13.8,8.7,20.9,0,0,0
3,186.19999999552965,14.1,8.3,18.5,0,0,0
4,208.29999999701977,20.8,8.2,26.8,0,0,0
5,199.39999999850988,16.8,8.9,25.6,0,0,0
6,205.70000000298023,17.0,6.4,22.6,0,0,0
7,214.20000000298023,16.0,7.7,21.0,0,0,0
8,195.60000000149012,13.3,6.8,18.0,0,0,0
9,249.39999999850988,15.5,5.4,23.7,0,0,0
10,254.09999999403954,13.1,6.9,17.5,0,0,0
11,250.80000000447035,14.5,6.3,22.9,0,0,0
