client_id,ttff_ms,avg_latency_ms,min_latency_ms,max_latency_ms,stall_count,total_stall_ms,error_count
0,167.5,8.2,0.6,32.2,0,0,0
1,210.69999999552965,3.9,0.2,14.7,0,0,0
2,187.30000000447035,4.1,0.1,17.4,0,0,0
3,204.29999999701977,4.2,0.3,19.3,0,0,0
4,223.20000000298023,3.5,0.3,15.0,0,0,0
5,235.10000000149012,3.3,0.3,12.7,0,0,0
6,201.60000000149012,4.1,0.4,17.0,0,0,0
7,243.89999999850988,3.8,0.4,27.4,0,0,0
8,217.29999999701977,4.2,0.5,23.4,0,0,0
9,252.70000000298023,3.9,0.2,17.3,0,0,0
10,244.39999999850988,3.0,0.6,14.0,0,0,0
11,238.29999999701977,3.1,0.3,14.3,0,0,0
12,250.69999999552965,2.9,0.3,14.5,0,0,0
13,260.80000000447035,2.6,0.4,9.9,0,0,0
14,186.5,3.0,0.4,12.8,0,0,0
15,272.1000000014901,2.4,0.2,11.6,0,0,0
16,259.79999999701977,2.6,0.1,10.4,0,0,0
17,250.30000000447035,2.5,0.3,12.8,0,0,0
18,288.80000000447035,2.2,0.1,9.1,0,0,0
19,275.8999999985099,2.5,0.1,11.8,0,0,0
20,245,2.7,0.2,15.5,0,0,0
21,239.19999999552965,2.3,0.4,12.3,0,0,0
22,244.39999999850988,2.2,0.4,14.2,0,0,0
23,258.8999999985099,1.8,0.1,8.8,0,0,0
24,309.09999999403954,1.5,0.1,5.2,0,0,0
25,354.70000000298023,1.9,0.3,6.4,0,0,0
26,276.30000000447035,2.1,0.5,13.0,0,0,0
