client_id,ttff_ms,avg_latency_ms,min_latency_ms,max_latency_ms,stall_count,total_stall_ms,error_count
0,179.10000000149012,18.1,8.1,30.5,0,0,0
1,177.20000000298023,15.4,7.0,21.1,0,0,0
2,194,10.9,5.0,22.5,0,0,0
3,211.39999999850988,14.2,5.7,21.3,0,0,0
4,194,10.4,3.1,17.8,0,0,0
5,204.39999999850988,14.7,9.3,19.0,0,0,0
6,196.79999999701977,8.7,3.7,13.8,0,0,0
7,203.80000000447035,10.2,7.3,15.1,0,0,0
8,288.3999999985099,11.3,7.1,13.9,0,0,0
9,197.79999999701977,9.7,5.8,14.1,0,0,0
10,240,13.2,6.8,19.4,0,0,0
11,199.60000000149012,11.3,4.4,15.1,0,0,0
12,304.69999999552965,11.8,4.7,16.0,0,0,0
13,304.20000000298023,11.8,5.1,16.9,0,0,0
14,273.1000000014901,9.9,5.5,13.9,0,0,0
15,200.59999999403954,10.5,4.3,16.9,0,0,0
16,207.69999999552965,9.1,3.0,15.1,0,0,0
17,298.90000000596046,9.1,4.7,13.6,0,0,0
18,185.19999999552965,11.1,6.6,22.8,0,0,0
19,298.3999999985099,9.1,4.7,13.4,0,0,0
20,266.1000000014901,9.4,3.9,12.6,0,0,0
21,251.89999999850988,10.0,4.3,15.8,0,0,0
