client_id,ttff_ms,avg_latency_ms,min_latency_ms,max_latency_ms,stall_count,total_stall_ms,error_count
0,356.19999999925494,3003.5,2384.5,3622.4,2,140,0
1,293,2394.7,2394.7,2394.7,0,0,0
2,320.2999999988824,2779.9,2779.9,2779.9,0,0,0
3,283,2706.1,2290.2,3122.0,0,0,0
4,302,3071.8,2394.8,3509.0,2,1261,0
5,268.09999999962747,2850.1,2390.3,3309.9,2,1272,0
6,344.30000000074506,2844.1,2844.1,2844.1,0,0,0
7,294.7000000011176,2718.5,2265.2,3171.8,0,0,0
8,339.80000000074506,3040.1,2457.2,3623.0,0,0,0
9,307.40000000037253,2401.0,2401.0,2401.0,0,0,0
10,289.69999999925494,3036.4,2778.6,3294.1,1,1350,0
11,360.90000000037253,2805.0,2373.7,3236.3,0,0,0
12,319.09999999962747,2998.1,2362.2,3633.9,0,0,0
