client_id,ttff_ms,avg_latency_ms,min_latency_ms,max_latency_ms,stall_count,total_stall_ms,error_count
0,337.90000000037253,2887.8,2419.5,3221.0,2,1242,0
1,254.80000000074506,2907.7,2270.7,3305.1,1,1213,0
2,278.3999999985099,2737.7,2251.5,3223.9,2,1258,0
3,346.2000000011176,2923.0,2697.5,3148.5,1,1213,0
4,327,2839.6,2280.7,3184.2,1,1206,0
5,290.09999999962747,2946.6,2281.2,3389.2,1,1228,0
6,277.09999999962747,2700.8,2225.7,3176.0,1,1278,0
7,368.7999999988824,2977.3,2702.6,3252.1,2,1216,0
8,266.5,3092.9,2985.5,3200.4,1,1226,0
9,322.90000000037253,2959.8,2293.5,3435.7,1,1204,0
10,310.90000000037253,2751.9,2358.4,3145.5,1,1231,0
11,290.59999999962747,2936.4,2731.0,3141.9,1,1216,0
12,335.7000000011176,2877.6,2262.2,3196.3,1,1217,0
13,373.90000000037253,3078.6,2382.0,3663.0,1,1263,0
14,309.80000000074506,2431.7,2431.7,2431.7,0,0,0
