second,client_id,latency_ms,stall_count,total_stall_ms,buffer_ahead_sec,is_stalling
1,0,2304.4765625,1,1519,1.732,false
2,0,3430.265380859375,1,1519,2.730,false
3,0,3430.265380859375,1,1519,2.766,false
4,0,3430.265380859375,1,1519,2.030,false
5,0,3430.265380859375,1,1519,2.068,false
6,0,3430.265380859375,1,1519,2.777,false
7,0,3430.265380859375,1,1519,2.883,false
8,0,3430.265380859375,1,1519,1.893,false
9,0,3430.265380859375,1,1519,1.603,false
10,0,3430.265380859375,1,1519,2.041,false
11,0,2965.210205078125,1,1519,2.103,false
12,0,2965.210205078125,2,1606,2.642,false
13,0,2965.210205078125,2,1606,2.005,false
14,0,2965.210205078125,2,1606,2.093,false
15,0,2965.210205078125,2,1606,2.545,false
16,0,2965.210205078125,2,1606,2.250,false
17,0,2965.210205078125,2,1606,1.994,false
18,0,2965.210205078125,2,1606,2.444,false
19,0,2965.210205078125,2,1606,2.149,false
20,0,2965.210205078125,2,1606,2.550,false
21,0,2965.210205078125,2,1606,2.550,false
22,0,2965.210205078125,2,1606,2.550,false
23,0,2965.210205078125,2,1606,2.550,false
24,0,2965.210205078125,2,1606,2.550,false
25,0,2965.210205078125,2,1606,2.550,false
26,0,2965.210205078125,2,1606,2.550,false
27,0,2965.210205078125,2,1606,2.550,false
28,0,2965.210205078125,2,1606,2.550,false
29,0,2965.210205078125,2,1606,2.550,false
30,0,2965.210205078125,2,1606,2.550,false
1,1,2346.07666015625,0,0,1.958,false
2,1,2346.07666015625,0,0,1.865,false
3,1,2346.07666015625,0,0,1.963,false
4,1,2346.07666015625,0,0,2.013,false
5,1,2346.07666015625,0,0,2.013,false
6,1,2346.07666015625,0,0,1.833,false
7,1,2346.07666015625,0,0,1.914,false
8,1,2346.07666015625,0,0,2.014,false
9,1,2346.07666015625,0,0,1.733,false
10,1,2346.07666015625,0,0,1.811,false
11,1,2346.07666015625,0,0,1.940,false
12,1,2346.07666015625,0,0,1.633,false
13,1,2346.07666015625,0,0,1.721,false
14,1,2346.07666015625,0,0,1.091,false
15,1,2346.07666015625,0,0,0.084,false
16,1,2346.07666015625,1,0,0.049,true
17,1,2346.07666015625,1,1354,2.298,false
18,1,2346.07666015625,1,1354,2.647,false
19,1,3288.633544921875,1,1354,1.915,false
20,1,3288.633544921875,1,1354,2.303,false
21,1,3288.633544921875,1,1354,2.303,false
22,1,3288.633544921875,1,1354,2.303,false
23,1,3288.633544921875,1,1354,2.303,false
24,1,3288.633544921875,1,1354,2.303,false
25,1,3288.633544921875,1,1354,2.303,false
26,1,3288.633544921875,1,1354,2.303,false
27,1,3288.633544921875,1,1354,2.303,false
28,1,3288.633544921875,1,1354,2.303,false
29,1,3288.633544921875,1,1354,2.303,false
30,1,3288.633544921875,1,1354,2.303,false
1,2,2823.776611328125,0,0,1.664,false
2,2,2823.776611328125,0,0,1.726,false
3,2,2823.776611328125,0,0,1.823,false
4,2,2823.776611328125,0,0,1.901,false
5,2,2823.776611328125,0,0,1.974,false
6,2,2823.776611328125,0,0,2.025,false
7,2,2823.776611328125,0,0,1.794,false
8,2,2823.776611328125,0,0,1.882,false
9,2,2823.776611328125,0,0,1.964,false
10,2,2823.776611328125,0,0,1.991,false
11,2,2823.776611328125,0,0,1.815,false
12,2,2823.776611328125,0,0,1.892,false
13,2,2823.776611328125,0,0,1.965,false
14,2,2823.776611328125,0,0,1.705,false
15,2,2823.776611328125,0,0,0.682,false
16,2,2823.776611328125,1,0,0.055,true
17,2,2823.776611328125,1,1371,0.624,false
18,2,2823.776611328125,1,1371,2.225,false
19,2,3216.833740234375,1,1371,2.219,false
20,2,3216.833740234375,1,1371,2.944,false
21,2,3216.833740234375,1,1371,2.944,false
22,2,3216.833740234375,1,1371,2.944,false
23,2,3216.833740234375,1,1371,2.944,false
24,2,3216.833740234375,1,1371,2.944,false
25,2,3216.833740234375,1,1371,2.944,false
26,2,3216.833740234375,1,1371,2.944,false
27,2,3216.833740234375,1,1371,2.944,false
28,2,3216.833740234375,1,1371,2.944,false
29,2,3216.833740234375,1,1371,2.944,false
30,2,3216.833740234375,1,1371,2.944,false
1,3,2234.34765625,0,0,2.020,false
2,3,2234.34765625,0,0,2.028,false
3,3,2234.34765625,0,0,1.847,false
4,3,2234.34765625,0,0,1.894,false
5,3,2234.34765625,0,0,1.946,false
6,3,2234.34765625,0,0,1.734,false
7,3,2234.34765625,0,0,1.801,false
8,3,2234.34765625,0,0,1.912,false
9,3,2234.34765625,0,0,1.988,false
10,3,2234.34765625,0,0,1.699,false
11,3,2234.34765625,0,0,1.812,false
12,3,2234.34765625,0,0,1.874,false
13,3,2234.34765625,0,0,1.952,false
14,3,2234.34765625,0,0,1.967,false
15,3,2234.34765625,0,0,1.769,false
16,3,2234.34765625,0,0,1.888,false
17,3,2234.34765625,0,0,1.965,false
18,3,2234.34765625,0,0,1.693,false
19,3,2234.34765625,0,0,1.788,false
20,3,2234.34765625,0,0,1.829,false
21,3,2234.34765625,0,0,1.829,false
22,3,2234.34765625,0,0,1.829,false
23,3,2234.34765625,0,0,1.829,false
24,3,2234.34765625,0,0,1.829,false
25,3,2234.34765625,0,0,1.829,false
26,3,2234.34765625,0,0,1.829,false
27,3,2234.34765625,0,0,1.829,false
