client_id,ttff_ms,avg_latency_ms,min_latency_ms,max_latency_ms,stall_count,total_stall_ms,error_count
0,500.59999999962747,3037.3,2934.8,3139.8,1,1195,0
1,286.1000000014901,2860.9,2289.1,3199.6,1,1337,0
2,412.19999999925494,3045.9,2385.2,3595.2,1,1192,0
3,272.59999999962747,2846.2,2274.2,3216.4,2,1292,0
4,372.30000000074506,3001.1,2775.2,3158.4,3,1248,0
5,286.59999999962747,2831.6,2291.6,3143.2,1,1143,0
6,343.40000000037253,3045.5,2432.1,3499.3,1,1190,0
7,307.40000000037253,2418.6,2418.6,2418.6,2,160,0
8,295.90000000037253,2808.6,2808.6,2808.6,3,156,0
9,335.30000000074506,2794.5,2342.8,3246.2,3,204,0
10,321.69999999925494,2991.1,2343.2,3639.0,1,95,0
11,300.90000000037253,2851.6,2489.2,3214.0,1,1159,0
12,339.1000000014901,3062.3,2917.4,3207.3,1,1324,0
13,321.90000000037253,2994.2,2367.6,3315.9,1,1326,0
14,366.2000000011176,3074.2,2364.3,3784.1,0,0,0
15,377.1000000014901,2955.3,2635.7,3275.0,1,1343,0
16,299.19999999925494,2970.4,2970.4,2970.4,0,0,0
17,370.19999999925494,3426.9,2389.4,4566.6,1,1292,0
18,418.09999999962747,2434.2,2434.2,2434.2,0,0,0
19,338.40000000037253,3014.5,2811.6,3300.8,1,1298,0
20,486.2999999988824,3053.3,2505.6,3391.0,1,1300,0
21,397.90000000037253,2770.2,2274.8,3265.6,1,1297,0
22,432.8999999985099,2985.2,2767.3,3203.2,1,1269,0
23,478.80000000074506,3002.8,2518.8,3275.0,1,1216,0
24,596.6999999992549,3267.9,2600.8,3933.8,1,1268,0
25,618,2712.2,2386.0,3038.5,0,0,0
26,437,2932.4,2367.4,3497.5,1,34,0
