client_id,ttff_ms,avg_latency_ms,min_latency_ms,max_latency_ms,stall_count,total_stall_ms,error_count
0,431.6000000005588,3098.2,2431.9,3603.9,1,1246,0
1,252.8999999994412,2776.2,2291.9,3260.5,1,1277,0
2,375,3029.2,2795.8,3262.5,1,1262,0
3,304.80000000074506,2903.7,2339.4,3263.1,1,1248,0
4,282.20000000018626,3061.1,2465.6,3464.0,1,1233,0
5,278.30000000074506,2795.2,2364.9,3225.5,1,1269,0
6,360.70000000018626,3042.6,2842.2,3242.9,1,1263,0
7,355.69999999925494,2923.3,2291.6,3243.6,1,1265,0
8,315.69999999925494,3073.9,2376.7,3584.2,1,1279,0
9,276.80000000074506,2384.9,2384.9,2384.9,2,137,0
