client_id,ttff_ms,avg_latency_ms,min_latency_ms,max_latency_ms,stall_count,total_stall_ms,error_count
0,446.09999999962747,2465.5,2465.5,2465.5,3,230,0
1,304.80000000074506,2722.8,2722.8,2722.8,0,0,0
2,304,2685.9,2272.1,3099.7,0,0,0
3,310.59999999962747,2877.6,2276.7,3478.4,0,0,0
4,386.5,2733.0,2320.2,3145.7,1,1147,0
5,305.7999999988824,2866.8,2640.9,3092.7,1,1072,0
6,309.80000000074506,2891.2,2396.2,3253.6,2,1312,0
7,299.19999999925494,2999.0,2396.4,3415.3,2,1187,0
8,322.2000000011176,2362.6,2362.6,2362.6,1,1336,0
9,319.09999999962747,2772.7,2772.7,2772.7,1,1326,0
10,332.3999999985099,2708.0,2237.9,3178.1,1,1337,0
11,359.1000000014901,3041.5,2459.8,3623.1,1,1356,0
12,305.6000000014901,2443.1,2443.1,2443.1,1,1347,0
13,320.80000000074506,2850.6,2850.6,2850.6,1,1344,0
14,348.90000000037253,2964.9,2411.8,3274.7,2,1360,0
15,325.5,2263.0,2263.0,2263.0,1,1346,0
16,415.2000000011176,2760.4,2760.4,2760.4,1,1320,0
17,333.2999999988824,2684.1,2262.9,3105.3,1,1303,0
18,442.6000000014901,3113.7,2465.8,3636.3,2,1212,0
19,365.80000000074506,2419.5,2419.5,2419.5,0,0,0
