client_id,ttff_ms,avg_latency_ms,min_latency_ms,max_latency_ms,stall_count,total_stall_ms,error_count
0,399.69999999925494,3097.4,2304.5,3689.5,2,1606,0
1,266.40000000037253,2817.4,2346.1,3288.6,1,1354,0
2,351.09999999962747,3020.3,2823.8,3216.8,1,1371,0
3,289.7999999988824,2682.4,2234.3,3130.4,0,0,0
4,355.90000000037253,3067.0,2357.0,3586.6,1,1372,0
5,304.30000000074506,2402.1,2402.1,2402.1,2,154,0
6,316.30000000074506,2828.1,2828.1,2828.1,0,0,0
7,303,2768.1,2338.9,3197.2,0,0,0
8,296.40000000037253,2956.7,2318.3,3595.0,0,0,0
9,325.5,2503.7,2503.7,2503.7,0,0,0
10,331.30000000074506,2904.2,2904.2,2904.2,0,0,0
11,331.5,2796.0,2294.2,3297.7,1,94,0
12,391.40000000037253,3054.0,2376.9,3731.1,2,104,0
13,334.90000000037253,2906.9,2574.9,3238.8,1,1357,0
14,315.80000000074506,3131.8,2967.6,3296.0,1,1238,0
15,666.5,3168.9,2596.9,3741.0,0,0,0
16,557.1999999992549,2940.2,2603.9,3174.4,2,1242,0
17,534.5,2846.0,2368.0,3171.6,1,1218,0
18,477.7999999988824,3021.2,2434.8,3356.0,1,1358,0
19,897,3284.8,2750.8,4218.9,1,1282,0
20,985.4000000003725,3036.1,2696.3,3282.1,1,1291,0
21,1081.6000000014901,3302.8,2931.8,3673.7,1,62,0
22,941.9000000003725,3445.8,2929.2,3962.4,0,0,0
23,857.4000000003725,3078.8,2870.5,3287.1,1,1294,0
