client_id,ttff_ms,avg_latency_ms,min_latency_ms,max_latency_ms,stall_count,total_stall_ms,error_count
0,375.5,3083.1,1892.3,5049.7,11,5874,0
1,441.5,3596.2,1876.1,5280.7,12,3747,0
2,319.59999999962747,2966.6,1866.9,5537.5,23,16399,0
3,528.7000000001863,2982.9,1775.0,4733.1,5,7096,0
4,551.5,3553.2,1767.1,5782.2,6,10281,0
5,389.19999999925494,3256.2,2104.3,5259.5,8,17968,0
6,306.20000000018626,3538.7,2070.3,5297.0,9,16835,0
7,572.5,4020.3,2156.6,5813.2,9,17806,0
8,504.40000000037253,3488.9,2476.0,5545.6,11,20191,0
9,1055.0999999996275,3829.9,2953.1,5724.5,11,15050,0
10,1796.4000000003725,4519.1,3601.2,5317.6,9,17745,0
11,1388.2999999998137,3773.6,3247.2,5351.9,8,13706,0
12,1521.0999999996275,3961.9,3392.3,5489.1,8,23135,0
13,1565,4103.4,3333.3,5560.9,9,20581,0
14,1731,3889.5,3035.9,5294.4,7,11212,0
15,1219.4000000003725,3838.9,3069.7,5298.9,8,12273,0
16,1368.7999999998137,4111.3,3224.4,5871.2,6,11217,0
17,1437.7999999998137,4215.0,3303.2,5281.8,9,11747,0
18,1513.7000000001863,4394.5,3323.0,5256.7,11,11759,0
19,1605.7000000001863,4308.0,3390.3,5472.0,8,13125,0
20,1704.6000000005588,4561.0,3424.6,6153.4,8,16092,0
21,1533.7000000001863,4724.5,3394.1,6267.9,10,21569,0
22,1600.9000000003725,5116.6,3464.3,6033.2,5,17582,0
23,1834.2999999998137,4549.3,3668.7,5163.3,8,11591,0
24,2075.0999999996275,4676.4,3924.9,5540.1,8,18776,0
