client_id,ttff_ms,avg_latency_ms,min_latency_ms,max_latency_ms,stall_count,total_stall_ms,error_count
0,269.39999999990687,2179.9,2001.2,2502.6,2,368,0
1,246.79999999981374,2159.2,1796.8,2761.4,1,48,0
2,241.89999999990687,2010.9,1812.9,2307.9,1,28,0
3,267.39999999990687,2192.2,1881.9,2716.7,1,12,0
4,266.70000000018626,2063.8,1929.8,2136.0,2,400,0
5,270.1999999997206,2133.2,1975.5,2434.5,1,335,0
6,269.3000000002794,2199.3,1937.1,2905.2,1,259,0
7,279.89999999990687,2299.9,2013.6,3052.7,1,258,0
8,279.79999999981374,2260.3,1972.8,2717.5,1,390,0
9,293.1999999997206,2116.9,1969.0,2200.4,2,379,0
10,290.10000000009313,2168.5,1948.9,2566.4,2,387,0
11,286.1999999997206,2259.1,2006.5,2959.6,1,326,0
12,407.79999999981374,2258.4,2035.6,2481.3,4,292,0
13,326.10000000009313,2299.5,1973.0,2780.4,1,49,0
14,295.20000000018626,2010.0,1917.0,2103.0,1,73,0
15,357.09999999962747,2208.0,1922.1,2637.7,4,241,0
16,303.60000000009313,2056.8,2001.8,2115.5,2,380,0
17,328.09999999962747,2209.6,2046.5,2450.0,1,361,0
