client_id,ttff_ms,avg_latency_ms,min_latency_ms,max_latency_ms,stall_count,total_stall_ms,error_count
0,244.40000000037253,3814.2,2078.5,6573.2,10,17834,0
1,390.70000000018626,3325.3,2178.6,5624.3,9,10532,0
2,313,3602.9,2077.5,5269.0,15,6216,0
3,376.29999999981374,3675.1,2063.0,5832.1,5,5044,0
4,384.8999999994412,3880.3,2064.7,7595.7,6,13723,0
5,360.90000000037253,3953.0,2332.5,5341.2,11,11479,0
6,481.40000000037253,3677.5,2156.4,5284.2,7,6239,0
7,342.69999999925494,4108.1,2414.0,5233.5,23,7760,0
8,302.59999999962747,4093.0,2291.4,5115.9,8,8022,0
9,295.59999999962747,4175.0,2315.3,5233.1,20,8779,0
10,299.79999999981374,3620.0,2083.6,5350.9,9,6577,0
11,279.70000000018626,4068.2,2234.8,5183.9,9,8294,0
12,267.70000000018626,4275.5,2298.5,5466.8,11,9511,0
13,907.7000000001863,4044.2,2089.7,6835.9,9,17730,0
14,810.0999999996275,3655.6,2172.6,6552.1,20,12798,0
15,587.3999999994412,3428.2,2236.6,5359.9,8,8893,0
16,576.5999999996275,3710.8,2121.9,5413.1,5,4695,0
17,399.90000000037253,4029.6,2308.6,5199.1,8,7291,0
18,449.19999999925494,4151.1,2422.0,5439.4,11,9385,0
19,351.90000000037253,3303.6,2137.7,5219.9,8,9350,0
20,618.6999999992549,4062.6,2423.0,5187.2,9,10313,0
21,601.2000000001863,4402.1,2406.4,7730.8,10,16859,0
22,842.5999999996275,3801.5,2141.9,6084.8,6,8413,0
23,707.2000000001863,3892.1,2228.3,5328.7,7,6750,0
24,553.7999999998137,3636.9,2148.4,5443.7,9,8222,0
25,488,3820.2,2149.7,5382.1,9,8607,0
26,729.7999999998137,4010.4,2170.7,6611.9,6,17561,0
27,487.70000000018626,4070.0,2171.8,7125.6,10,9362,0
28,502.80000000074506,3160.6,2200.5,5329.9,9,9322,0
29,1463.4000000003725,3969.5,2955.8,7016.1,9,16147,0
30,1047.5999999996275,3923.5,2742.8,5239.4,9,8032,0
31,841.2000000001863,3956.6,2844.9,5379.5,9,9269,0
32,916.9000000003725,4371.6,3036.2,5156.3,8,5462,0
33,1525.1000000005588,4632.0,3534.4,5330.2,10,7972,0
34,1923.2999999998137,4748.6,3881.9,5238.3,12,19502,0
35,2009.8999999994412,4775.8,3888.3,5381.9,7,7144,0
36,2370.2999999998137,4889.2,4479.2,5216.3,4,6621,0
37,1797.7999999998137,4572.4,3675.7,5318.5,8,9653,0
38,1576.699999999255,4612.4,3570.8,5216.0,6,5631,0
39,2413.600000000559,4802.9,4348.3,5074.2,5,5335,0
40,1867.2999999998137,4687.4,3742.6,5436.6,7,5002,0
41,1668.2000000001863,4793.6,3662.0,6496.3,6,15623,0
42,2201,4837.8,4191.9,5242.1,6,5453,0
43,2957.7000000001863,4724.2,4613.3,4798.8,5,5447,0
