client_id,ttff_ms,avg_latency_ms,min_latency_ms,max_latency_ms,stall_count,total_stall_ms,error_count
0,255.89999999990687,2366.0,2236.1,2474.1,1,219,0
1,245.1999999997206,2405.7,2182.5,2855.5,3,359,0
2,320.90000000037253,2247.7,2154.8,2340.5,5,356,0
3,277.90000000037253,2486.0,2282.9,2689.0,0,0,0
4,378.39999999990687,2607.1,2242.7,3212.7,0,0,0
5,256.10000000009313,2373.4,2252.7,2494.0,2,100,0
6,496.60000000009313,2654.8,2335.5,3147.4,1,57,0
7,299.10000000009313,2355.6,2287.7,2397.2,1,335,0
8,456.5,2530.3,2311.8,2950.0,1,239,0
9,296.3000000002794,2311.7,2279.6,2339.1,1,271,0
