client_id,ttff_ms,avg_latency_ms,min_latency_ms,max_latency_ms,stall_count,total_stall_ms,error_count
0,474,3173.2,2394.7,3951.6,0,0,0
1,290,2245.3,2245.3,2245.3,0,0,0
2,400.6000000014901,2724.1,2724.1,2724.1,1,17,0
3,301.3999999985099,3029.4,3029.4,3029.4,1,38,0
4,305.9000000022352,3399.8,3399.8,3399.8,1,94,0
5,368.9000000022352,3045.3,2246.1,3844.5,1,64,0
6,350.3999999985099,2416.8,2416.8,2416.8,1,4,0
7,384.3999999985099,2846.3,2846.3,2846.3,0,0,0
8,379.5,3250.9,3250.9,3250.9,1,39,0
9,378.5999999977648,3010.3,2384.7,3635.9,0,0,0
10,367.80000000074506,3230.9,2447.0,4014.7,0,0,0
11,407.19999999925494,2724.0,2724.0,2724.0,0,0,0
12,434.6000000014901,3188.5,3188.5,3188.5,1,28,0
13,378.3999999985099,3549.0,3549.0,3549.0,0,0,0
14,389,3203.1,2437.7,3968.5,0,0,0
15,412.80000000074506,2545.4,2545.4,2545.4,0,0,0
16,424.79999999701977,3000.9,3000.9,3000.9,0,0,0
17,380.30000000074506,3397.3,3397.3,3397.3,1,20,0
