client_id,ttff_ms,avg_latency_ms,min_latency_ms,max_latency_ms,stall_count,total_stall_ms,error_count
0,294,3258.3,2293.2,6878.6,12,19628,0
1,289,3463.5,2248.8,6289.7,7,8814,0
2,296,3974.5,2298.5,5500.8,9,16554,0
3,310.20000000018626,4050.2,2306.3,6817.5,11,11773,0
4,266.20000000018626,3767.3,2269.2,5189.1,9,7252,0
5,278.79999999981374,3288.7,2267.2,6963.2,11,15321,0
6,289.3999999994412,3681.0,2149.9,5240.5,11,12118,0
7,307.3999999994412,3214.4,2150.2,5325.9,9,21484,0
8,265.30000000074506,3298.8,2294.2,5379.3,8,7859,0
9,275,3212.5,2322.0,5163.8,11,6893,0
10,280.5,3715.6,2290.6,5790.9,11,13069,0
11,344.09999999962747,3428.6,2253.1,5461.2,13,10238,0
12,422,3670.0,2410.9,7747.0,10,17849,0
13,321.5,3172.2,2335.3,5052.3,5,6701,0
14,607.2999999998137,3835.1,2374.6,6000.4,8,8120,0
15,601.8999999994412,3884.6,2230.0,6575.0,8,11821,0
16,376.6000000005588,3911.9,2349.0,5437.6,10,9270,0
17,347.79999999981374,3559.5,2314.1,5963.5,7,23264,0
18,370.79999999981374,3461.0,2298.3,5472.5,6,8000,0
19,348.70000000018626,3853.1,2295.3,6741.1,7,15542,0
20,356.79999999981374,3211.9,2214.5,5262.7,5,5742,0
21,366.20000000018626,3948.6,2211.6,6913.7,6,22021,0
22,643.3000000007451,3606.2,2417.9,5584.9,8,10470,0
23,1054.5999999996275,3928.1,2539.8,8231.6,11,18328,0
24,1171.5999999996275,3584.1,2622.7,5430.2,9,7047,0
25,647.7000000001863,3196.6,2311.0,5130.6,5,6388,0
26,605.1000000005588,3748.5,2410.1,5803.1,9,18558,0
27,744,3396.6,2284.1,5080.9,7,6748,0
28,635.0999999996275,3405.3,2257.8,5695.5,6,5086,0
29,533.7999999998137,3556.8,2330.5,6709.2,7,10257,0
30,1103.6000000005588,3380.7,2326.0,5456.6,6,7425,0
31,841.0999999996275,3213.6,2293.0,5451.3,6,7997,0
32,666.5999999996275,3286.7,2323.7,5147.7,6,4583,0
33,728.7000000001863,3814.6,2188.2,6064.5,5,5060,0
34,557.0999999996275,3564.8,2607.5,5183.4,7,6289,0
35,1431.5999999996275,4316.5,3381.7,5352.7,11,20790,0
36,1549.2000000001863,4677.5,3927.9,6706.4,10,19459,0
37,1446.7999999998137,4928.1,3692.0,7474.8,12,23734,0
38,1282.2999999998137,4116.8,3028.9,5238.1,4,3164,0
39,1931.4000000003725,4695.7,3928.7,5330.6,12,17936,0
40,1494,4721.5,3483.4,6703.5,11,18491,0
41,1679.5,4262.4,3637.9,4823.1,10,20606,0
42,1687.3999999994412,4430.4,3545.0,5619.1,8,20102,0
43,1901.5,5067.1,3769.6,6428.1,5,5812,0
44,1398.5,4617.0,3266.9,6835.3,6,13268,0
45,3255,5853.9,5160.5,7567.3,5,8227,0
