client_id,ttff_ms,avg_latency_ms,min_latency_ms,max_latency_ms,stall_count,total_stall_ms,error_count
0,314.69999999925494,3398.3,3398.3,3398.3,1,95,0
1,344.5,3075.1,2348.6,3801.7,0,0,0
2,315.30000000074506,2272.7,2272.7,2272.7,0,0,0
3,417.19999999925494,2748.7,2748.7,2748.7,1,104,0
4,330.20000000298023,3040.2,3040.2,3040.2,0,0,0
5,443.4000000022352,2953.9,2349.9,3557.9,1,19,0
6,350.3999999985099,3055.2,2266.6,3843.9,0,0,0
7,336.30000000074506,2400.1,2400.1,2400.1,0,0,0
8,362.9000000022352,2828.5,2828.5,2828.5,0,0,0
9,344.8999999985099,3194.1,3194.1,3194.1,1,22,0
