client_id,ttff_ms,avg_latency_ms,min_latency_ms,max_latency_ms,stall_count,total_stall_ms,error_count
0,168.19999999925494,8.1,0.3,39.6,0,0,0
1,205.89999999850988,2.8,0.2,12.9,0,0,0
2,221.39999999850988,3.6,0.2,16.5,0,0,0
3,203.5,2.6,0.4,9.5,0,0,0
4,232.79999999701977,2.8,0.4,10.2,0,0,0
5,204,3.1,0.3,14.8,0,0,0
6,227,2.5,0.1,10.1,0,0,0
7,219.5,2.5,0.4,12.3,0,0,0
8,195.5,2.3,0.5,9.8,0,0,0
9,243.39999999850988,2.3,0.1,7.8,0,0,0
10,205.5,2.7,0.3,10.6,0,0,0
11,307,2.2,0.2,8.8,0,0,0
12,258.69999999925494,2.1,0.4,7.2,0,0,0
13,176.80000000074506,2.2,0.1,10.2,0,0,0
14,198.90000000223517,2.1,0.1,8.0,0,0,0
15,304.5,2.1,0.1,11.8,0,0,0
16,197.80000000074506,2.2,0.2,13.0,0,0,0
17,298.80000000074506,2.0,0.1,9.2,0,0,0
18,215.89999999850988,1.8,0.2,6.9,0,0,0
19,299.8999999985099,2.2,0.4,11.6,0,0,0
20,296.5,1.7,0.2,10.5,0,0,0
21,291.69999999925494,1.9,0.3,8.0,0,0,0
22,264.29999999701977,1.6,0.1,7.8,0,0,0
23,239.39999999850988,2.1,0.5,12.6,0,0,0
24,354.5,2.2,0.4,9.0,0,0,0
25,382.69999999925494,1.6,0.2,6.8,0,0,0
26,268.80000000074506,2.1,0.1,13.0,0,0,0
27,348,2.0,0.3,13.7,0,0,0
28,410.5,2.4,0.1,20.4,0,0,0
