client_id,ttff_ms,avg_latency_ms,min_latency_ms,max_latency_ms,stall_count,total_stall_ms,error_count
0,177.40000000223517,9.2,0.2,36.8,0,0,0
1,188.09999999776483,4.2,0.4,14.0,0,0,0
2,184.70000000298023,4.5,0.5,18.6,0,0,0
3,207,3.8,0.1,10.4,0,0,0
4,186.80000000074506,4.4,0.3,12.1,0,0,0
5,199.69999999925494,3.9,0.1,12.9,0,0,0
6,208.69999999925494,4.2,0.3,15.2,0,0,0
7,231,3.6,0.6,11.4,0,0,0
8,202.69999999925494,3.5,0.4,9.9,0,0,0
9,204.09999999776483,3.8,0.6,13.1,0,0,0
10,244.60000000149012,3.5,0.5,12.6,0,0,0
11,196.89999999850988,3.5,0.1,14.9,0,0,0
12,283.1000000014901,4.0,0.4,17.0,0,0,0
13,248.79999999701977,3.7,0.5,16.6,0,0,0
14,288.80000000074506,3.5,0.3,11.7,0,0,0
15,265,3.1,0.2,13.8,0,0,0
16,272.4000000022352,2.9,0.5,10.6,0,0,0
17,271.0999999977648,2.8,0.1,13.9,0,0,0
18,266.30000000074506,2.9,0.3,10.7,0,0,0
19,258.6000000014901,2.7,0.4,10.6,0,0,0
20,257.20000000298023,3.7,0.1,20.1,0,0,0
21,251.5,2.3,0.4,9.3,0,0,0
22,284.19999999925494,2.5,0.1,10.6,0,0,0
23,252.10000000149012,2.5,0.5,12.7,0,0,0
24,262.30000000074506,2.5,0.2,10.4,0,0,0
25,359.3999999985099,2.0,0.3,6.5,0,0,0
