client_id,ttff_ms,avg_latency_ms,min_latency_ms,max_latency_ms,stall_count,total_stall_ms,error_count
0,185.10000000149012,11.1,0.7,34.3,0,0,0
1,179.30000000074506,7.7,0.9,31.0,0,0,0
2,175.80000000074506,4.4,1.0,11.8,0,0,0
3,221.80000000074506,4.6,0.8,13.3,0,0,0
4,180.19999999925494,6.4,0.9,24.8,0,0,0
5,217.40000000037253,4.9,0.3,14.9,0,0,0
6,239.7999999988824,4.9,0.6,16.4,0,0,0
7,277.7000000011176,5.1,1.0,16.6,0,0,0
8,220,3.3,0.8,10.2,0,0,0
9,218,3.2,0.7,14.0,0,0,0
10,211.90000000037253,4.2,0.8,16.3,0,0,0
11,222.7000000011176,4.9,0.4,16.7,0,0,0
12,322.30000000074506,4.7,0.3,21.0,0,0,0
13,242.90000000037253,4.3,1.1,17.0,0,0,0
14,325.3999999985099,3.7,0.4,13.9,0,0,0
15,280.7000000011176,3.4,0.8,13.9,0,0,0
16,303.5,2.6,0.6,6.8,0,0,0
17,263.1000000014901,2.6,0.4,12.5,0,0,0
18,259.90000000037253,3.4,0.6,21.7,0,0,0
19,219.39999999850988,3.2,0.2,16.8,0,0,0
20,320.40000000037253,2.1,0.7,10.1,0,0,0
21,376.8999999985099,2.1,0.2,7.7,0,0,0
22,357.40000000037253,3.3,0.7,14.0,0,0,0
23,384.40000000037253,4.7,0.6,20.9,0,0,0
24,421.7999999988824,4.6,0.7,20.0,0,0,0
25,421.1000000014901,3.7,0.7,20.7,0,0,0
26,487.5,3.9,0.2,13.8,0,0,0
27,510.2000000011176,3.1,0.6,11.9,0,0,0
