client_id,ttff_ms,avg_latency_ms,min_latency_ms,max_latency_ms,stall_count,total_stall_ms,error_count
0,191.40000000223517,16.0,3.7,39.6,0,0,0
1,202.90000000223517,9.5,4.2,14.3,0,0,0
2,177.80000000074506,11.0,3.5,15.5,0,0,0
3,199,10.5,6.0,16.1,0,0,0
4,198.80000000074506,9.1,3.4,15.1,0,0,0
5,199.69999999925494,8.8,3.3,14.1,0,0,0
6,210.5,9.1,5.9,13.5,0,0,0
7,203.30000000074506,8.5,3.6,14.9,0,0,0
8,245.39999999850988,8.8,4.9,15.4,0,0,0
9,203.60000000149012,10.4,7.1,17.6,0,0,0
10,242.10000000149012,10.1,5.2,16.0,0,0,0
11,201.5,8.6,4.5,15.9,0,0,0
12,230,9.4,5.0,14.9,0,0,0
13,193,8.9,5.4,13.2,0,0,0
14,197.69999999925494,11.1,5.6,18.3,0,0,0
15,263.5999999977648,8.8,3.4,15.0,0,0,0
16,263.3999999985099,9.0,3.6,13.1,0,0,0
17,248.19999999925494,9.3,3.9,12.8,0,0,0
18,245.10000000149012,11.5,6.0,17.3,0,0,0
19,255.19999999925494,8.7,5.8,13.2,0,0,0
20,256.9000000022352,9.6,4.5,13.5,0,0,0
21,273.29999999701977,9.4,3.7,14.7,0,0,0
22,277.19999999925494,9.5,5.9,15.6,0,0,0
