client_id,ttff_ms,avg_latency_ms,min_latency_ms,max_latency_ms,stall_count,total_stall_ms,error_count
0,200.80000000074506,6.1,0.1,38.0,0,0,0
1,218.10000000149012,2.9,0.3,13.5,0,0,0
2,190.39999999850988,2.8,0.1,13.4,0,0,0
3,209.10000000149012,2.8,0.1,11.3,0,0,0
4,189.09999999776483,2.6,0.2,9.9,0,0,0
5,197.69999999925494,2.5,0.4,12.4,0,0,0
6,203.89999999850988,2.2,0.2,10.3,0,0,0
7,229.69999999925494,2.3,0.6,10.4,0,0,0
8,203.80000000074506,2.1,0.1,13.3,0,0,0
9,208.69999999925494,2.1,0.1,8.5,0,0,0
10,211.5,2.1,0.3,12.7,0,0,0
11,245,2.2,0.1,9.4,0,0,0
12,205.60000000149012,1.9,0.1,9.3,0,0,0
13,237.19999999925494,2.2,0.1,10.7,0,0,0
14,186,2.2,0.1,16.0,0,0,0
15,264,2.2,0.4,10.5,0,0,0
16,199.69999999925494,1.9,0.1,11.2,0,0,0
17,256.5999999977648,1.7,0.0,6.8,0,0,0
18,252.60000000149012,1.9,0.1,10.6,0,0,0
19,238.89999999850988,1.9,0.2,8.8,0,0,0
20,233.5,1.8,0.4,10.3,0,0,0
21,294.9000000022352,1.7,0.1,10.8,0,0,0
22,296.6000000014901,1.6,0.1,10.1,0,0,0
23,260.79999999701977,1.6,0.1,11.3,0,0,0
24,287.5999999977648,1.3,0.1,5.9,0,0,0
25,351.69999999925494,1.5,0.1,5.5,0,0,0
26,300.79999999701977,1.6,0.1,10.2,0,0,0
27,381.6000000014901,1.8,0.1,15.7,0,0,0
28,412,1.6,0.1,9.4,0,0,0
29,573,1.6,0.0,11.3,0,0,0
30,965,1.2,0.1,6.6,0,0,0
31,1318.300000000745,1.3,0.1,4.5,0,0,0
32,1355.300000000745,1.2,0.1,3.6,0,0,0
33,1415.4000000022352,1.6,0.0,8.3,0,0,0
34,1515.3999999985099,1.4,0.0,4.2,0,0,0
35,1587.699999999255,1.1,0.1,2.8,0,0,0
36,1631.5,2.1,0.0,9.9,0,0,0
37,1798.1000000014901,1.9,0.0,11.3,0,0,0
38,1874.300000000745,1.8,0.0,8.8,0,0,0
