client_id,ttff_ms,avg_latency_ms,min_latency_ms,max_latency_ms,stall_count,total_stall_ms,error_count
0,212.70000000298023,5.9,0.1,41.2,0,0,0
1,204.30000000074506,3.0,0.1,14.8,0,0,0
2,195.79999999701977,2.9,0.1,14.8,0,0,0
3,205.19999999925494,2.5,0.1,12.2,0,0,0
4,233.69999999925494,2.4,0.1,12.1,0,0,0
5,197,2.4,0.1,14.6,0,0,0
6,206.80000000074506,2.6,0.1,17.4,0,0,0
7,202.89999999850988,2.3,0.1,10.4,0,0,0
8,202.5,2.1,0.1,11.5,0,0,0
9,209.40000000223517,2.2,0.1,9.8,0,0,0
10,295.5,2.0,0.2,9.2,0,0,0
11,251.89999999850988,2.1,0.1,9.9,0,0,0
12,245.5,2.1,0.1,10.3,0,0,0
13,243.39999999850988,2.1,0.1,11.2,0,0,0
14,245.5,1.8,0.1,8.8,0,0,0
15,245.39999999850988,1.9,0.2,9.4,0,0,0
16,302,1.7,0.1,8.8,0,0,0
17,235.5,2.0,0.1,13.6,0,0,0
18,239.10000000149012,2.0,0.1,14.1,0,0,0
19,252.80000000074506,1.5,0.0,7.1,0,0,0
20,296.9000000022352,1.7,0.3,9.9,0,0,0
21,299.5,1.9,0.1,9.6,0,0,0
22,251.09999999776483,1.7,0.2,12.3,0,0,0
23,248.59999999776483,1.7,0.1,10.3,0,0,0
24,248.39999999850988,1.2,0.0,4.1,0,0,0
25,354.19999999925494,1.3,0.0,6.5,0,0,0
26,290.8999999985099,1.7,0.1,7.9,0,0,0
27,362,1.3,0.1,8.2,0,0,0
28,465.3999999985099,1.8,0.0,8.8,0,0,0
29,569,1.3,0.0,5.4,0,0,0
30,971.5999999977648,1.8,0.0,10.4,0,0,0
31,1330.4000000022352,1.3,0.1,3.5,0,0,0
32,1365.5999999977648,1.6,0.1,5.4,0,0,0
33,1381.0999999977648,1.3,0.1,3.3,0,0,0
34,1493.5,1.1,0.0,6.6,0,0,0
35,1583.0999999977648,1.3,0.0,12.7,0,0,0
36,1705.199999999255,1.5,0.0,15.7,0,0,0
37,1706.199999999255,1.3,0.0,7.1,0,0,0
38,1840.699999999255,1.3,0.1,9.5,0,0,0
39,1836.8999999985099,2.1,0.0,16.4,0,0,0
40,1996,1.7,0.0,11.3,0,0,0
41,1951.9000000022352,1.9,0.0,15.7,0,0,0
42,1995.4000000022352,1.6,0.0,10.1,0,0,0
43,2088.800000000745,1.1,0.0,5.5,0,0,0
44,2127.7000000029802,1.3,0.0,15.0,0,0,0
45,2202.7999999970198,2.0,0.0,17.1,0,0,0
46,2159.599999997765,2.2,0.0,19.0,0,0,0
47,2221.599999997765,3.5,0.0,23.2,0,0,0
