client_id,ttff_ms,avg_latency_ms,min_latency_ms,max_latency_ms,stall_count,total_stall_ms,error_count
0,173.5,10.4,0.6,40.5,0,0,0
1,202,4.5,0.5,13.5,0,0,0
2,180.89999999850988,4.9,0.2,13.6,0,0,0
3,199.69999999925494,4.9,0.3,18.6,0,0,0
4,222.19999999925494,3.8,0.3,12.2,0,0,0
5,210.19999999925494,4.2,0.9,10.9,0,0,0
6,223.10000000149012,4.1,0.3,14.0,0,0,0
7,206.39999999850988,3.9,0.3,12.1,0,0,0
8,195.19999999925494,3.8,0.5,18.2,0,0,0
9,196.89999999850988,4.0,0.3,11.9,0,0,0
10,242.80000000074506,3.4,0.2,10.9,0,0,0
11,194.09999999776483,3.7,0.1,12.1,0,0,0
12,250.90000000223517,4.4,0.2,16.2,0,0,0
13,249.40000000223517,3.2,0.1,9.9,0,0,0
14,206.20000000298023,4.1,0.4,14.1,0,0,0
15,239,3.4,0.7,10.4,0,0,0
16,229.69999999925494,3.8,0.5,14.3,0,0,0
17,256.9000000022352,3.6,0.4,15.5,0,0,0
18,246.10000000149012,3.2,0.4,14.2,0,0,0
19,290.9000000022352,3.2,0.3,9.3,0,0,0
20,236.59999999776483,3.0,0.5,9.2,0,0,0
21,301.8999999985099,3.2,0.4,13.6,0,0,0
22,301.6000000014901,2.8,0.3,8.0,0,0,0
23,302.5999999977648,2.9,0.4,9.9,0,0,0
24,278.5999999977648,3.0,0.4,12.7,0,0,0
