second,client_id,latency_ms,stall_count,total_stall_ms,buffer_ahead_sec,is_stalling
1,0,0.8952666666666905,0,0,0.000,false
2,0,2.6278000000000175,0,0,0.000,false
3,0,1.143466666666626,0,0,0.000,false
4,0,2.015357142857166,0,0,0.000,false
5,0,1.6480666666666957,0,0,0.000,false
6,0,1.6630000000000018,0,0,0.000,false
7,0,0.9306666666666649,0,0,0.000,false
8,0,0.48761538461535775,0,0,0.000,false
9,0,1.373285714285696,0,0,0.000,false
10,0,1.331384615384606,0,0,0.000,false
11,0,1.339285714285765,0,0,0.000,false
12,0,0.8869230769230458,0,0,0.000,false
13,0,2.1280714285714097,0,0,0.000,false
14,0,0.7744285714285886,0,0,0.000,false
15,0,0.5401538461538526,0,0,0.000,false
16,0,1.3220714285714206,0,0,0.000,false
17,0,1.6322142857142983,0,0,0.000,false
18,0,0.6607692307692212,0,0,0.000,false
19,0,2.3385714285714596,0,0,0.000,false
20,0,0.37515384615381353,0,0,0.000,false
21,0,0.8096428571428481,0,0,0.000,false
22,0,0.984153846153878,0,0,0.000,false
23,0,0.3642499999999919,0,0,0.000,false
24,0,1.6320000000000174,0,0,0.000,false
25,0,1.2770833333333176,0,0,0.000,false
26,0,1.0195454545454523,0,0,0.000,false
27,0,0.9549090909090971,0,0,0.000,false
28,0,1.8381666666666223,0,0,0.000,false
29,0,0.07418181818185199,0,0,0.000,false
30,0,0.7150833333332921,0,0,0.000,false
1,1,1.5822000000000003,0,0,0.000,false
2,1,2.0410666666666653,0,0,0.000,false
3,1,3.0777333333333283,0,0,0.000,false
4,1,0.3650714285714348,0,0,0.000,false
5,1,1.0421428571428486,0,0,0.000,false
6,1,0.8735714285714259,0,0,0.000,false
7,1,1.7527142857142979,0,0,0.000,false
8,1,2.0769999999999955,0,0,0.000,false
9,1,2.0656428571428513,0,0,0.000,false
10,1,0.5572857142857205,0,0,0.000,false
11,1,1.9915000000000032,0,0,0.000,false
12,1,1.7381538461538337,0,0,0.000,false
13,1,1.048076923076923,0,0,0.000,false
14,1,0.7819230769230925,0,0,0.000,false
15,1,0.825285714285703,0,0,0.000,false
16,1,1.4508461538461552,0,0,0.000,false
17,1,2.0286153846153896,0,0,0.000,false
18,1,0.8795000000000013,0,0,0.000,false
19,1,1.319692307692304,0,0,0.000,false
20,1,1.7463846153846263,0,0,0.000,false
21,1,0.9897692307692278,0,0,0.000,false
22,1,0.6756428571428648,0,0,0.000,false
23,1,0.9369999999999656,0,0,0.000,false
24,1,0.6470000000000036,0,0,0.000,false
25,1,0.6545454545454632,0,0,0.000,false
26,1,1.0520000000000158,0,0,0.000,false
27,1,1.1416363636363496,0,0,0.000,false
28,1,1.0611818181818222,0,0,0.000,false
29,1,1.2769090909090912,0,0,0.000,false
30,1,0.4732727272727111,0,0,0.000,false
1,2,0.765937499999994,0,0,0.000,false
2,2,2.831500000000003,0,0,0.000,false
3,2,1.6568000000000065,0,0,0.000,false
4,2,0.8662666666666634,0,0,0.000,false
5,2,1.0871428571428579,0,0,0.000,false
6,2,0.6363571428571468,0,0,0.000,false
7,2,1.3036428571428584,0,0,0.000,false
8,2,0.6781999999999991,0,0,0.000,false
