client_id,ttff_ms,avg_latency_ms,min_latency_ms,max_latency_ms,stall_count,total_stall_ms,error_count
0,556.2000000029802,3092.1,2475.8,3708.4,0,0,0
1,378.69999999925494,3129.9,2356.9,3903.0,0,0,0
2,406.5,2470.7,2470.7,2470.7,0,0,0
3,479.30000000074506,2910.9,2910.9,2910.9,1,16,0
4,355.19999999925494,3166.8,3166.8,3166.8,0,0,0
5,397.5,2916.8,2241.3,3592.3,1,99,0
6,405.19999999925494,3171.1,2369.1,3973.1,1,58,0
7,379.6000000014901,2501.4,2501.4,2501.4,1,41,0
8,531.7999999970198,3028.5,3028.5,3028.5,0,0,0
9,473,3357.9,3357.9,3357.9,0,0,0
10,365.0999999977648,2987.1,2359.2,3614.9,0,0,0
11,503.0999999977648,3373.9,2608.9,4138.9,1,42,0
12,457.69999999925494,2703.5,2703.5,2703.5,1,52,0
13,471.70000000298023,3135.2,3135.2,3135.2,1,46,0
14,457.0999999977648,3521.8,3521.8,3521.8,0,0,0
15,401,3123.6,2362.9,3884.3,0,0,0
16,479.30000000074506,2508.0,2508.0,2508.0,0,0,0
17,479.69999999925494,2947.0,2947.0,2947.0,0,0,0
18,386.9000000022352,3284.8,3284.8,3284.8,0,0,0
