client_id,ttff_ms,avg_latency_ms,min_latency_ms,max_latency_ms,stall_count,total_stall_ms,error_count
0,395.19999999925494,2823.3,2252.5,3187.9,2,1359,0
1,257.6000000014901,2771.8,2275.4,3268.2,0,0,0
2,367.69999999925494,3090.0,2360.3,3778.7,3,1420,0
3,278.1000000014901,2473.6,2473.6,2473.6,0,0,0
4,309.20000000298023,3067.4,2911.6,3160.1,3,1345,0
5,410,3008.7,2464.9,3402.0,2,1199,0
6,321.30000000074506,2713.3,2237.3,3189.2,1,1216,0
7,318.5,2614.1,2614.1,2614.1,0,0,0
8,298,2998.2,2998.2,2998.2,0,0,0
9,322.80000000074506,3018.6,2321.5,3411.0,1,1375,0
10,301.30000000074506,2289.3,2289.3,2289.3,2,114,0
11,315.19999999925494,2712.4,2712.4,2712.4,0,0,0
12,380.5,2751.2,2308.6,3193.8,0,0,0
13,353.80000000074506,2923.5,2262.5,3584.5,1,20,0
14,341.6000000014901,2411.1,2411.1,2411.1,1,81,0
15,338.69999999925494,2824.9,2824.9,2824.9,0,0,0
16,355.5999999977648,2869.0,2476.9,3261.0,0,0,0
17,430.4000000022352,3104.1,2445.8,3762.4,0,0,0
18,345,2698.7,2698.7,2698.7,0,0,0
19,384.80000000074506,2727.7,2299.8,3155.6,0,0,0
20,588.8999999985099,3174.2,2480.2,3800.7,1,1318,0
21,437.69999999925494,2556.3,2556.3,2556.3,0,0,0
22,590.4000000022352,2971.5,2492.5,3219.4,1,1318,0
23,514,3068.3,2492.9,3643.8,0,0,0
24,492.69999999925494,2940.5,2665.0,3216.0,1,1303,0
25,1977.2000000029802,3696.7,2938.0,4690.0,0,0,0
26,1747.5,3886.9,3339.1,4975.6,2,201,0
