second,client_id,latency_ms,stall_count,total_stall_ms,buffer_ahead_sec,is_stalling
1,0,2363.3125,0,0,2.092,false
2,0,2363.3125,0,0,2.209,false
3,0,2363.3125,1,84,2.031,false
4,0,2363.3125,1,84,2.121,false
5,0,2363.3125,1,84,2.166,false
6,0,2363.3125,1,84,2.201,false
7,0,2363.3125,1,84,1.933,false
8,0,2363.3125,1,84,1.999,false
9,0,2363.3125,1,84,2.103,false
10,0,2363.3125,1,84,2.267,false
11,0,2363.3125,1,84,2.010,false
12,0,2363.3125,1,84,1.735,false
13,0,2363.3125,1,84,2.166,false
14,0,2363.3125,1,84,2.202,false
15,0,2363.3125,1,84,2.001,false
16,0,2363.3125,1,84,2.086,false
17,0,2363.3125,1,84,2.133,false
18,0,2363.3125,1,84,2.264,false
19,0,2363.3125,1,84,1.989,false
20,0,2363.3125,1,84,1.969,false
21,0,2363.3125,1,84,2.067,false
22,0,2363.3125,1,84,2.168,false
23,0,2363.3125,1,84,1.980,false
24,0,2363.3125,1,84,2.034,false
25,0,2363.3125,1,84,2.134,false
26,0,2363.3125,1,84,2.235,false
27,0,2363.3125,1,84,1.966,false
28,0,2363.3125,1,84,2.035,false
29,0,2363.3125,1,84,2.035,false
30,0,2363.3125,1,84,2.035,false
1,1,2281.812255859375,0,0,2.037,false
2,1,2281.812255859375,0,0,2.162,false
3,1,2281.812255859375,1,41,1.902,false
4,1,2281.812255859375,1,41,1.989,false
5,1,2281.812255859375,1,41,2.031,false
6,1,2281.812255859375,1,41,2.163,false
7,1,2281.812255859375,1,41,1.893,false
8,1,2281.812255859375,1,41,1.979,false
9,1,2281.812255859375,1,41,2.066,false
10,1,2281.812255859375,1,41,2.129,false
11,1,2281.812255859375,1,41,2.231,false
12,1,2281.812255859375,1,41,1.971,false
13,1,2281.812255859375,1,41,1.963,false
14,1,2281.812255859375,1,41,2.063,false
15,1,2281.812255859375,1,41,1.869,false
16,1,2281.812255859375,1,41,1.957,false
17,1,2281.812255859375,1,41,1.995,false
18,1,2281.812255859375,1,41,1.770,false
19,1,2281.812255859375,1,41,2.131,false
20,1,2281.812255859375,1,41,1.945,false
21,1,2281.812255859375,1,41,1.997,false
22,1,2281.812255859375,1,41,2.095,false
23,1,2281.812255859375,1,41,2.196,false
24,1,2281.812255859375,1,41,2.230,false
25,1,2281.812255859375,1,41,1.995,false
26,1,2281.812255859375,1,41,2.031,false
27,1,2281.812255859375,1,41,2.131,false
28,1,2281.812255859375,1,41,1.925,false
29,1,2281.812255859375,1,41,1.964,false
30,1,2281.812255859375,1,41,1.964,false
1,2,2516.612548828125,0,0,2.039,false
2,2,2516.612548828125,0,0,2.071,false
3,2,2516.612548828125,0,0,1.874,false
4,2,2516.612548828125,0,0,1.966,false
5,2,2516.612548828125,0,0,2.049,false
6,2,2516.612548828125,0,0,2.122,false
7,2,2516.612548828125,0,0,2.157,false
8,2,2516.612548828125,0,0,1.964,false
9,2,2516.612548828125,0,0,1.973,false
10,2,2516.612548828125,0,0,2.074,false
11,2,2516.612548828125,0,0,2.142,false
12,2,2516.612548828125,0,0,1.967,false
13,2,2516.612548828125,0,0,2.048,false
14,2,2516.612548828125,0,0,2.126,false
15,2,2516.612548828125,0,0,2.116,false
16,2,2516.612548828125,0,0,1.973,false
17,2,2516.612548828125,0,0,2.027,false
18,2,2516.612548828125,0,0,2.074,false
19,2,2516.612548828125,0,0,2.129,false
20,2,2516.612548828125,0,0,1.893,false
21,2,2516.612548828125,0,0,1.984,false
22,2,2516.612548828125,0,0,2.097,false
23,2,2516.612548828125,0,0,2.124,false
24,2,2516.612548828125,0,0,1.912,false
25,2,2516.612548828125,0,0,2.009,false
26,2,2516.612548828125,0,0,1.992,false
27,2,2516.612548828125,0,0,2.174,false
28,2,2516.612548828125,0,0,1.916,false
29,2,2516.612548828125,0,0,1.916,false
30,2,2516.612548828125,0,0,1.916,false
1,3,2909.012451171875,0,0,2.041,false
2,3,2909.012451171875,0,0,2.058,false
3,3,2909.012451171875,1,90,2.200,false
