client_id,ttff_ms,avg_latency_ms,min_latency_ms,max_latency_ms,stall_count,total_stall_ms,error_count
0,402.69999999925494,3029.4,2369.8,3417.8,1,1240,0
1,307,3088.2,2360.5,3680.9,1,1256,0
2,361.30000000074506,2544.4,2544.4,2544.4,0,0,0
3,296.80000000074506,2851.4,2851.4,2851.4,0,0,0
4,293.20000000298023,2768.7,2277.5,3260.0,0,0,0
5,315.80000000074506,3002.4,2349.2,3655.7,0,0,0
6,352,2889.4,2573.7,3205.0,1,1265,0
7,289.5,3048.3,2887.7,3208.9,1,1320,0
8,326.69999999925494,2975.8,2377.2,3346.7,1,1277,0
9,319.6000000014901,2739.2,2279.6,3198.9,1,1260,0
10,313.80000000074506,2924.9,2654.9,3194.9,1,1319,0
11,347.5999999977648,2823.5,2206.6,3186.0,1,1269,0
12,356.19999999925494,2998.7,2297.0,3498.6,1,1252,0
13,326,2750.2,2304.3,3196.1,1,1255,0
14,332.80000000074506,2966.7,2724.6,3208.7,2,1255,0
15,383.80000000074506,2961.3,2493.1,3197.7,1,1265,0
16,448.4000000022352,3088.4,2426.1,3672.6,1,1279,0
17,404.69999999925494,2916.1,2648.0,3184.3,1,1316,0
18,374.5,2860.6,2314.9,3177.8,1,1182,0
19,387.30000000074506,3046.7,2372.6,3570.8,1,1251,0
20,468.1000000014901,2547.0,2547.0,2547.0,1,46,0
21,485.9000000022352,2748.1,2426.0,3070.2,2,102,0
