client_id,ttff_ms,avg_latency_ms,min_latency_ms,max_latency_ms,stall_count,total_stall_ms,error_count
0,419.19999999925494,3087.2,2358.9,3713.3,1,1249,0
1,259,2844.5,2448.2,3240.8,1,1211,0
2,312.8999999985099,3044.8,2877.1,3212.4,1,1236,0
3,277.8999999985099,2877.7,2224.3,3218.0,2,1333,0
4,335.79999999701977,3079.2,2371.9,3674.8,2,1309,0
5,259.6000000014901,2416.2,2416.2,2416.2,0,0,0
6,369.9000000022352,2916.9,2916.9,2916.9,0,0,0
7,314.4000000022352,2781.5,2295.0,3267.9,0,0,0
8,301.30000000074506,2971.6,2297.9,3645.3,0,0,0
9,355.80000000074506,2640.0,2640.0,2640.0,3,171,0
10,305.79999999701977,3007.8,3007.8,3007.8,3,211,0
11,308.9000000022352,2852.0,2281.1,3422.9,3,199,0
12,346.29999999701977,2762.9,2301.7,3224.1,1,1217,0
13,334.70000000298023,2941.8,2687.4,3196.2,1,1193,0
14,400.5,2919.1,2323.5,3251.8,1,1237,0
15,411.69999999925494,3034.5,2321.9,3605.2,1,1263,0
16,328.9000000022352,2825.2,2443.0,3207.4,1,1226,0
17,362.3999999985099,3064.4,2894.7,3234.2,1,1202,0
18,419.8999999985099,2969.4,2387.0,3364.0,1,1205,0
19,506.4000000022352,3204.4,2536.9,3881.7,3,1235,0
