timestamp,num_clients,duration_sec,avg_ttff_ms,avg_latency_ms,min_latency_ms,max_latency_ms,avg_stalls_per_client,avg_stall_ms_per_client,total_stalls,total_stall_ms,pct_clients_with_stall,p50_stall_ms_per_client,p95_stall_ms_per_client,total_errors
2025-12-22T14-07-10-929Z,1,30,346.0,2917.2,2234.5,3280.7,2.00,1296,2,1296,100.0,1296,1296,0
2025-12-22T14-08-21-737Z,2,30,385.2,2887.2,2491.2,3157.8,1.50,1216,3,2432,100.0,1216,1236,0
2025-12-22T14-09-32-560Z,3,30,335.0,2937.7,2330.7,3619.2,0.67,908,2,2724,66.7,1359,1365,0
2025-12-22T14-10-43-360Z,4,30,342.2,2943.8,2262.7,3804.5,1.25,887,5,3549,100.0,1131,1152,0
2025-12-22T14-11-54-215Z,5,30,299.3,2901.2,2327.2,3497.4,0.60,717,3,3584,60.0,1177,1217,0
2025-12-22T14-13-05-019Z,6,30,367.9,2963.1,2255.3,3710.7,0.33,22,2,132,33.3,0,70,0
2025-12-22T14-14-16-178Z,7,30,349.2,3108.1,2238.7,4002.2,0.14,1,1,6,14.3,0,4,0
2025-12-22T14-15-26-779Z,8,30,365.0,2924.5,2308.5,3843.4,0.13,4,1,29,12.5,0,19,0
2025-12-22T14-16-37-584Z,9,30,316.1,2868.2,2235.1,3727.0,0.56,699,5,6288,55.6,1170,1335,0
2025-12-22T14-17-48-424Z,10,30,356.0,2927.0,2266.6,3843.9,0.40,24,4,238,40.0,0,100,0
2025-12-22T14-18-59-287Z,11,30,351.4,2941.7,2284.1,3848.8,0.27,15,3,169,27.3,0,68,0
2025-12-22T14-20-10-113Z,12,30,361.7,2966.9,2245.7,4116.9,0.25,21,3,247,25.0,0,92,0
2025-12-22T14-21-21-448Z,13,30,362.3,2947.9,2231.5,3979.7,0.38,26,5,339,38.5,0,84,0
2025-12-22T14-22-32-383Z,14,30,357.9,2995.3,2281.8,3959.4,0.29,19,4,266,28.6,0,86,0
2025-12-22T14-23-43-674Z,15,30,395.4,2947.1,2183.9,3971.3,0.40,16,6,242,40.0,0,55,0
2025-12-22T14-24-54-786Z,16,30,385.9,3042.1,2363.4,4133.2,0.50,24,8,386,50.0,3,88,0
2025-12-22T14-26-05-745Z,17,30,375.9,3037.0,2312.5,4143.8,0.41,22,7,382,41.2,0,100,0
2025-12-22T14-27-16-709Z,18,30,379.4,3028.0,2245.3,4014.7,0.44,17,8,304,44.4,0,68,0
2025-12-22T14-28-27-712Z,19,30,440.2,3043.3,2241.3,4138.9,0.37,19,7,354,36.8,0,62,0
2025-12-22T14-39-58-874Z,20,30,346.6,2957.4,2224.3,3881.7,1.30,835,26,16696,80.0,1208,1310,0
2025-12-22T14-41-10-329Z,21,30,356.1,2874.2,2147.7,3609.6,1.00,912,21,19142,81.0,1253,1295,0
2025-12-22T14-42-21-612Z,22,30,358.8,2926.7,2206.6,3680.9,0.91,928,20,20408,81.8,1255,1319,0
2025-12-22T14-43-32-889Z,23,30,375.8,2913.7,2214.6,3876.7,0.61,565,14,12995,47.8,0,1329,0
2025-12-22T14-44-44-029Z,24,30,362.0,2932.6,2247.4,3793.1,0.92,956,22,22944,79.2,1258,1297,0
2025-12-22T14-45-55-840Z,25,30,378.2,2921.9,2296.5,3725.6,1.24,934,31,23346,92.0,1233,1348,0
2025-12-22T14-47-06-918Z,26,30,376.1,2948.0,2224.8,3868.6,1.38,1011,36,26283,96.2,1282,1343,0
2025-12-22T14-48-18-627Z,27,30,487.9,3023.1,2237.3,4975.6,0.78,454,21,12268,48.1,0,1370,0
2025-12-22T14-49-30-695Z,28,30,392.1,2968.2,2171.2,3820.0,1.32,1028,37,28793,96.4,1314,1357,0
2025-12-22T14-50-42-450Z,29,30,408.8,2940.1,2276.8,3902.6,1.10,1031,32,29912,93.1,1282,1366,0
2025-12-22T14-51-53-894Z,30,30,416.4,2844.5,2212.8,3735.4,0.83,649,25,19478,70.0,657,1300,0
2025-12-24T09-57-25-282Z,1,30,257.2,2332.9,1980.0,2933.4,2085.3,2848.6,2085.3,2848.6,2.00,86,2,86,100.0,86,86,0
2025-12-24T09-58-37-205Z,2,30,242.5,2127.4,1957.2,2544.6,2048.7,2423.4,2076.2,2331.7,2.00,304,4,608,100.0,304,361,0
2025-12-24T09-59-52-008Z,3,30,245.4,2278.0,1964.4,3185.9,2200.7,2994.7,2126.2,2713.1,2.00,415,6,1245,100.0,413,426,0
