timestamp,num_clients,duration_sec,avg_ttff_ms,avg_latency_ms,min_latency_ms,max_latency_ms,avg_stalls_per_client,avg_stall_ms_per_client,total_stalls,total_stall_ms,pct_clients_with_stall,p50_stall_ms_per_client,p95_stall_ms_per_client,total_errors
2025-12-24T10-01-08-796Z,4,30,238.2,1723.5,290.5,2634.6,2025.3,2566.0,2054.9,2364.2,2.50,17192,10,68769,100.0,17189,17381,0
2025-12-24T10-02-34-625Z,5,30,364.6,34311.5,3966.8,60728.7,35307.0,60637.0,31974.4,57181.3,1.20,22,6,110,60.0,10,74,2
2025-12-24T10-04-35-469Z,6,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0,0,0,0.0,0,0,6
2025-12-24T10-05-49-238Z,7,30,1119.2,3391.2,2017.9,5961.4,3062.5,4708.7,2640.5,3465.5,2.57,4964,18,34750,57.1,2056,12047,3
2025-12-24T10-07-13-554Z,8,30,1136.9,2021.1,1686.9,2288.7,2031.6,2234.1,0.0,0.0,0.50,98,4,784,25.0,0,509,6
2025-12-24T10-08-29-303Z,9,30,6617.3,3264.9,2177.6,4693.9,3065.0,4445.8,0.0,0.0,1.11,3305,10,29741,44.4,0,16758,6
2025-12-24T10-10-06-577Z,10,30,828.9,2684.8,2631.9,2737.8,2684.8,2732.5,0.0,0.0,0.10,0,1,0,10.0,0,0,10
2025-12-24T10-11-44-999Z,11,30,4191.6,4962.8,2229.5,17453.7,3884.9,17033.2,0.0,0.0,1.00,1978,11,21760,36.4,0,10838,8
2025-12-24T10-13-15-406Z,12,30,663.5,55888.1,55766.5,56009.8,55888.1,55997.6,0.0,0.0,0.08,0,1,0,8.3,0,0,11
2025-12-24T10-15-53-779Z,13,30,7275.7,7742.9,1775.2,42240.5,3178.7,40406.3,0.0,0.0,1.00,824,13,10713,53.8,0,3038,9
2025-12-24T10-16-36-874Z,14,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0,0,0,0.0,0,0,14
2025-12-24T10-18-05-125Z,15,30,814.4,2886.5,2200.8,3862.4,2919.1,3764.6,0.0,0.0,0.47,342,7,5130,26.7,0,2116,11
2025-12-24T10-20-31-692Z,16,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0,0,0,0.0,0,0,16
2025-12-24T10-20-50-125Z,17,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0,0,0,0.0,0,0,17
2025-12-24T10-22-34-783Z,18,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0,0,0,0.0,0,0,18
2025-12-24T10-24-21-888Z,19,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0,0,0,0.0,0,0,19
2025-12-24T10-26-11-055Z,20,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0,0,0,0.0,0,0,20
2025-12-24T10-28-01-588Z,21,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0,0,0,0.0,0,0,21
2025-12-24T10-29-54-437Z,22,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0,0,0,0.0,0,0,22
