client_id,ttff_ms,avg_latency_ms,min_latency_ms,max_latency_ms,stall_count,total_stall_ms,error_count
0,373.6000000014901,2977.8,2977.8,2977.8,0,0,0
1,331.80000000074506,3285.6,3285.6,3285.6,1,32,0
2,362.8999999985099,3077.9,2475.9,3680.0,0,0,0
3,333,2284.1,2284.1,2284.1,0,0,0
4,357.20000000298023,2680.9,2680.9,2680.9,0,0,0
5,318,3011.3,3011.3,3011.3,0,0,0
6,358,3408.6,3408.6,3408.6,1,95,0
7,379.0999999977648,3103.4,2358.0,3848.8,0,0,0
8,316.6000000014901,2304.5,2304.5,2304.5,0,0,0
9,382.70000000298023,2770.6,2770.6,2770.6,0,0,0
10,352.80000000074506,3156.4,3156.4,3156.4,1,42,0
