client_id,ttff_ms,avg_latency_ms,min_latency_ms,max_latency_ms,stall_count,total_stall_ms,error_count
0,436,2678.1,2678.1,2678.1,1,20,0
1,299.5999999977648,2911.8,2911.8,2911.8,1,36,0
2,427.6000000014901,3437.1,3437.1,3437.1,1,7,0
3,345.29999999701977,3092.9,2411.4,3774.4,1,27,0
4,354,2438.1,2438.1,2438.1,0,0,0
5,379.3999999985099,2847.3,2847.3,2847.3,0,0,0
6,383.5999999977648,3258.7,3258.7,3258.7,1,102,0
7,352,3003.6,2363.4,3643.8,0,0,0
8,419.5,3305.1,2477.1,4133.2,1,64,0
9,386.0999999977648,2674.7,2674.7,2674.7,1,48,0
10,360.19999999925494,3059.7,3059.7,3059.7,1,83,0
11,393.3999999985099,3521.5,3521.5,3521.5,0,0,0
12,446.5,3226.7,2475.6,3977.8,0,0,0
13,374.20000000298023,2490.5,2490.5,2490.5,0,0,0
14,403.19999999925494,2918.4,2918.4,2918.4,0,0,0
15,414.30000000074506,3350.1,3350.1,3350.1,0,0,0
