client_id,ttff_ms,avg_latency_ms,min_latency_ms,max_latency_ms,stall_count,total_stall_ms,error_count
0,413.1000000014901,2709.6,2709.6,2709.6,0,0,0
1,295.69999999925494,2620.0,2273.0,2967.0,0,0,0
2,304.69999999925494,2812.6,2274.2,3350.9,0,0,0
3,249.20000000298023,2690.3,2147.7,3232.9,1,1196,0
4,314.70000000298023,2888.8,2609.2,3168.4,1,1253,0
5,295.5999999977648,2860.7,2383.1,3193.2,1,1235,0
6,290.5,2984.4,2381.5,3389.0,1,1262,0
7,298.4000000022352,2751.9,2337.3,3166.5,1,1284,0
8,379,2995.5,2820.5,3170.6,1,1275,0
9,367.19999999925494,2883.7,2274.5,3209.3,1,1280,0
10,358.4000000022352,3048.4,2348.1,3609.6,2,1260,0
11,353,2841.3,2459.5,3223.1,2,1263,0
12,314.9000000022352,2996.3,2821.3,3171.3,1,1251,0
13,368.0999999977648,2978.2,2475.0,3279.2,1,1305,0
14,351.4000000022352,2707.7,2246.5,3168.8,1,1292,0
15,398.3999999985099,2948.5,2725.7,3171.2,1,1272,0
16,354.1000000014901,2849.7,2267.5,3180.1,1,1295,0
17,408.30000000074506,3077.0,2486.5,3586.3,2,1185,0
18,390.1000000014901,2422.8,2422.8,2422.8,0,0,0
19,509.5,2719.9,2418.4,3021.5,2,153,0
20,463.69999999925494,2880.8,2329.9,3431.7,1,82,0
