client_id,ttff_ms,avg_latency_ms,min_latency_ms,max_latency_ms,stall_count,total_stall_ms,error_count
0,463.5999999977648,3050.9,2363.3,3738.5,1,84,0
1,320.6000000014901,3119.6,2281.8,3957.3,1,41,0
2,317.30000000074506,2516.6,2516.6,2516.6,0,0,0
3,321.80000000074506,2909.0,2909.0,2909.0,1,90,0
4,333.3999999985099,3306.4,3306.4,3306.4,1,51,0
5,319.3999999985099,2987.8,2300.4,3675.2,0,0,0
6,327.80000000074506,2314.9,2314.9,2314.9,0,0,0
7,357.6000000014901,2732.2,2732.2,2732.2,0,0,0
8,329.0999999977648,3103.8,3103.8,3103.8,0,0,0
9,344.9000000022352,3511.7,3511.7,3511.7,0,0,0
10,385.1000000014901,3192.0,2424.6,3959.4,0,0,0
11,403.30000000074506,2533.4,2533.4,2533.4,0,0,0
12,442.3999999985099,2972.8,2972.8,2972.8,0,0,0
13,344.70000000298023,3315.0,3315.0,3315.0,0,0,0
