client_id,ttff_ms,avg_latency_ms,min_latency_ms,max_latency_ms,stall_count,total_stall_ms,error_count
0,410.19999999925494,3266.8,3266.8,3266.8,1,60,0
1,329,2877.5,2183.9,3571.1,1,46,0
2,355.6000000014901,3153.8,2336.3,3971.3,1,18,0
3,333.5,2519.3,2519.3,2519.3,0,0,0
4,343.80000000074506,2919.6,2919.6,2919.6,0,0,0
5,314,3276.4,3276.4,3276.4,1,52,0
6,377.8999999985099,3054.5,2361.1,3747.8,0,0,0
7,343.3999999985099,2339.9,2339.9,2339.9,0,0,0
8,515,2914.8,2914.8,2914.8,0,0,0
9,433.6000000014901,3239.8,3239.8,3239.8,1,54,0
10,504.9000000022352,3113.1,2484.3,3742.0,0,0,0
11,423.9000000022352,2307.5,2307.5,2307.5,0,0,0
12,429,2746.2,2746.2,2746.2,0,0,0
13,406.80000000074506,3123.5,3123.5,3123.5,1,13,0
14,410.30000000074506,2944.8,2301.9,3587.7,0,0,0
